sample	revisions_ER_status_binary	tumor_fraction	site_name	correction	central_coverage	amplitude	mean_coverage	-990	-975	-960	-945	-930	-915	-900	-885	-870	-855	-840	-825	-810	-795	-780	-765	-750	-735	-720	-705	-690	-675	-660	-645	-630	-615	-600	-585	-570	-555	-540	-525	-510	-495	-480	-465	-450	-435	-420	-405	-390	-375	-360	-345	-330	-315	-300	-285	-270	-255	-240	-225	-210	-195	-180	-165	-150	-135	-120	-105	-90	-75	-60	-45	-30	-15	0	15	30	45	60	75	90	105	120	135	150	165	180	195	210	225	240	255	270	285	300	315	330	345	360	375	390	405	420	435	450	465	480	495	510	525	540	555	570	585	600	615	630	645	660	675	690	705	720	735	750	765	780	795	810	825	840	855	870	885	900	915	930	945	960	975	site_group
MBC_315.ctDNA_deepWGS	+	0.27	Cancer_epithelial_DHS.top_10000	GC_corrected	0.98953	0.76002	0.99465	0.98738	0.98591	0.98157	0.9771	0.98078	0.98773	0.99175	0.99873	1.00193	1.00397	1.00553	1.0028	0.99503	0.98596	0.98006	0.9788	0.9776	0.98339	0.99058	0.9995	1.00798	1.01388	1.01658	1.01187	1.00173	0.99435	0.98348	0.97962	0.97928	0.98292	0.99104	1.0004	1.00678	1.00711	1.00425	0.99849	0.99004	0.98419	0.97857	0.9768	0.98035	0.98401	0.99043	0.99744	1.00584	1.00699	1.00622	1.00478	0.9969	0.99086	0.98431	0.98375	0.98961	1.00163	1.01171	1.0195	1.02753	1.03139	1.02757	1.02219	1.01299	1.0068	0.99768	0.99413	0.9887	0.98757	0.9898	0.99205	0.99517	1.00154	1.00887	1.01471	1.01684	1.02193	1.01981	1.01601	1.01248	1.00361	0.99413	0.98981	0.98976	0.99157	0.99458	0.99834	0.99581	0.9956	0.99148	0.98601	0.98008	0.97548	0.97375	0.97578	0.97816	0.98352	0.98926	0.99535	1.00064	1.00565	1.00221	0.99598	0.98959	0.98392	0.97784	0.97523	0.97559	0.98055	0.98794	0.99612	0.99974	1.00356	1.00759	1.00616	1.00119	0.9933	0.98379	0.97987	0.97842	0.98298	0.98388	0.99354	0.99873	0.99827	0.99767	0.99032	0.98284	0.98141	0.9805	0.98184	0.98341	0.99105	0.99583	0.99874	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Organ_devel_renal_DHS.top_10000	GC_corrected	0.96487	1.014	0.97957	0.97865	0.97561	0.97236	0.97117	0.97245	0.9764	0.9809	0.98457	0.9936	0.9929	0.99192	0.9884	0.98179	0.9755	0.96674	0.96137	0.96182	0.96581	0.97637	0.98315	0.99282	0.99511	0.99509	0.9911	0.97742	0.96732	0.95884	0.95307	0.95134	0.95716	0.9694	0.98119	0.99462	1.00069	1.00228	0.99688	0.98616	0.97502	0.96353	0.95808	0.96108	0.96513	0.9737	0.98302	0.99086	0.99241	0.99149	0.98647	0.97883	0.97107	0.96525	0.95902	0.95797	0.96642	0.97711	0.99138	1.00056	1.0078	1.01075	1.00951	1.00274	0.99245	0.98105	0.97312	0.96782	0.96379	0.96265	0.96524	0.96798	0.9744	0.98518	0.99671	1.00837	1.01495	1.01869	1.01219	1.00461	0.99328	0.9782	0.96669	0.96262	0.96324	0.9721	0.98221	0.9914	0.99374	0.99514	0.98903	0.98172	0.97506	0.96543	0.95951	0.95989	0.96436	0.97119	0.97946	0.98526	0.98716	0.9936	0.99185	0.98397	0.97681	0.96934	0.96759	0.96915	0.97298	0.97526	0.98153	0.99059	0.99307	0.99144	0.98515	0.9767	0.96694	0.96477	0.96279	0.96137	0.96658	0.97274	0.9793	0.98323	0.98639	0.98752	0.98387	0.98692	0.98308	0.97717	0.97324	0.97003	0.96803	0.9692	0.97426	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Stromal_B_DHS.top_10000	GC_corrected	0.69731	7.85886	0.91404	0.93337	0.90306	0.88135	0.87312	0.88174	0.90371	0.93868	0.9761	1.00567	1.02059	1.01024	0.98245	0.93857	0.88923	0.84707	0.82194	0.82359	0.85469	0.90628	0.97065	1.01935	1.05078	1.04673	1.01	0.95361	0.88505	0.81958	0.77897	0.78176	0.82438	0.89098	0.97188	1.03198	1.06133	1.05232	1.00323	0.92338	0.83522	0.76552	0.72923	0.74204	0.80165	0.88697	0.9706	1.03433	1.06097	1.04311	0.98944	0.9077	0.82241	0.75848	0.73517	0.76539	0.84446	0.95018	1.05261	1.12378	1.15195	1.12896	1.06228	0.96556	0.86158	0.78054	0.73372	0.70666	0.69676	0.69108	0.69475	0.71865	0.76598	0.84653	0.95244	1.05832	1.13181	1.15883	1.13219	1.06004	0.95566	0.85047	0.76509	0.73185	0.75294	0.81632	0.9009	0.98399	1.03965	1.05855	1.03456	0.977	0.89313	0.81175	0.75084	0.7377	0.77125	0.84225	0.92965	1.00599	1.0558	1.06596	1.03551	0.97248	0.88836	0.81898	0.77315	0.77163	0.80866	0.86884	0.93888	0.99982	1.0378	1.04382	1.01602	0.9697	0.9106	0.85763	0.82604	0.82221	0.84876	0.89308	0.94307	0.99048	1.01782	1.02234	1.00547	0.9705	0.93021	0.89234	0.86843	0.86342	0.87837	0.90974	0.94291	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Pulmonary_devel_DHS.top_10000	GC_corrected	0.99769	0.67913	0.99846	0.98867	0.98234	0.98137	0.98564	0.98771	0.99467	0.99797	1.00415	1.00801	1.01031	1.00786	1.0019	0.99846	0.99488	0.98844	0.98956	0.98717	0.99322	0.99981	1.00345	1.00781	1.00814	1.00526	1.00127	0.99349	0.98732	0.97934	0.98161	0.97999	0.98332	0.99232	0.99885	1.00778	1.01368	1.0145	1.01261	1.00734	0.99955	0.99309	0.99137	0.99225	0.99523	1.0027	1.00779	1.01	1.01192	1.01039	1.00533	1.00389	0.99472	0.99066	0.99202	0.9956	0.99916	1.00496	1.01192	1.01647	1.01895	1.01876	1.01353	1.01122	1.00857	1.00379	0.99947	0.99853	0.9971	0.99587	0.99928	1.00292	1.00646	1.00689	1.01063	1.01111	1.01042	1.01198	1.00851	1.00499	1.00286	0.99608	0.99252	0.98871	0.99318	0.99853	1.00326	1.01002	1.01317	1.01676	1.01193	1.00358	0.99538	0.98454	0.98176	0.9814	0.98283	0.98801	0.99704	1.00761	1.01019	1.00949	1.00371	0.99765	0.98957	0.98385	0.9799	0.97846	0.98232	0.98931	0.99677	1.00236	1.00395	1.00625	1.00186	0.99528	0.98956	0.98364	0.98168	0.9824	0.98579	0.98823	0.99158	0.99679	0.99774	0.99799	0.99975	0.99585	0.99758	0.99626	0.99344	0.99341	0.99555	0.99843	1.00236	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Digestive_DHS.top_10000	GC_corrected	0.98068	0.71914	0.98702	0.9841	0.9832	0.98054	0.98172	0.98376	0.98393	0.9873	0.98789	0.98662	0.98778	0.9908	0.98829	0.98339	0.97953	0.97622	0.97262	0.97501	0.97696	0.98275	0.98913	0.99458	0.9969	0.99798	0.99355	0.98868	0.98053	0.97348	0.96784	0.96701	0.96972	0.97754	0.98836	0.99709	1.00309	1.00123	0.99428	0.98699	0.9763	0.96849	0.9645	0.96769	0.97586	0.98228	0.99054	0.99485	0.99981	1.00136	0.99833	0.99505	0.98881	0.98666	0.98748	0.99066	0.99776	1.00506	1.00958	1.0114	1.01045	1.00765	1.00061	0.99503	0.98912	0.98801	0.98282	0.9779	0.97769	0.98193	0.98521	0.99092	0.99649	1.0024	1.01028	1.01559	1.01699	1.01808	1.01685	1.01281	1.0051	0.99735	0.99196	0.98983	0.99251	0.9955	1.00341	1.00423	1.00146	0.99817	0.99192	0.98103	0.97133	0.96323	0.95993	0.96062	0.96739	0.97404	0.98432	0.99132	0.9978	0.99624	0.99445	0.98909	0.98171	0.97757	0.97354	0.97722	0.9813	0.9865	0.99432	0.99625	0.99675	0.99307	0.98356	0.9761	0.96785	0.9698	0.9677	0.96816	0.97264	0.97753	0.98377	0.98751	0.99015	0.98966	0.98994	0.98475	0.97603	0.96864	0.9657	0.96645	0.97001	0.97587	0.98448	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Cardiac_DHS.top_10000	GC_corrected	1.00347	0.79643	0.99359	0.98917	0.98847	0.98515	0.98188	0.98218	0.98442	0.98902	0.99208	0.99625	0.9993	0.99637	0.99232	0.9868	0.98303	0.98017	0.97682	0.97479	0.97872	0.98388	0.99139	0.99831	1.00472	1.00694	1.00733	1.00176	0.99225	0.98285	0.97732	0.9753	0.97964	0.9874	0.99395	0.99859	1.00342	1.00517	1.00179	0.99496	0.9864	0.97864	0.97409	0.97488	0.97648	0.98187	0.99526	1.00449	1.00867	1.00997	1.00952	1.00186	0.99511	0.98936	0.98372	0.98338	0.98863	0.99085	0.99863	1.00818	1.01504	1.01753	1.02392	1.02437	1.02319	1.02111	1.01418	1.00727	1.00401	1.00281	0.99979	1.00014	1.00431	1.00697	1.013	1.02317	1.02706	1.02974	1.02638	1.01816	1.00238	0.99065	0.97951	0.97323	0.97255	0.97889	0.9889	0.99809	1.00346	1.00507	1.00256	1.0001	0.9917	0.98657	0.98169	0.97873	0.98113	0.98073	0.98494	0.98921	0.99412	0.99813	0.99933	1.00047	0.99459	0.98885	0.98614	0.98079	0.97743	0.97973	0.98684	0.99355	0.99771	0.99696	0.9941	0.99289	0.99143	0.98426	0.9771	0.97444	0.97758	0.98084	0.98267	0.98734	0.99512	0.99686	0.99768	0.99378	0.99081	0.98897	0.98724	0.98491	0.9808	0.98132	0.9823	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Lymphoid_DHS.top_10000	GC_corrected	0.80094	4.10601	0.92735	0.94606	0.9306	0.9165	0.90645	0.91051	0.92447	0.94503	0.96335	0.97817	0.98572	0.98359	0.96898	0.94341	0.91745	0.89889	0.89007	0.8953	0.90919	0.93568	0.9635	0.9849	0.99657	0.98623	0.96027	0.92622	0.88843	0.86096	0.84596	0.85133	0.87998	0.92292	0.96859	0.99907	1.00749	0.99793	0.96714	0.92738	0.88021	0.84318	0.83053	0.84258	0.87855	0.92274	0.96441	0.99639	1.00483	0.99168	0.95569	0.91095	0.86816	0.84198	0.84047	0.86114	0.90773	0.96432	1.01231	1.04711	1.05822	1.04427	1.0085	0.95892	0.9045	0.85848	0.82778	0.80818	0.79603	0.79616	0.80337	0.8191	0.84911	0.89387	0.9485	0.99907	1.03372	1.04463	1.03041	0.99461	0.94228	0.88643	0.84339	0.82615	0.83285	0.86488	0.90922	0.95429	0.98964	1.00686	1.00103	0.97105	0.92613	0.87991	0.84011	0.831	0.83947	0.87097	0.91672	0.96223	0.99164	1.00053	0.98737	0.95845	0.91825	0.88382	0.85896	0.85604	0.8745	0.90581	0.94351	0.97619	0.9986	1.00134	0.98653	0.96039	0.92743	0.89755	0.87804	0.87212	0.8849	0.90742	0.93834	0.96395	0.98164	0.98606	0.97784	0.96547	0.94437	0.9254	0.91379	0.91199	0.92087	0.93687	0.95231	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Primitive_embryonic_DHS.top_10000	GC_corrected	0.67075	10.1849	0.92257	0.96752	0.92107	0.88037	0.86089	0.868	0.90163	0.95694	1.01825	1.07171	1.09551	1.08921	1.0463	0.9788	0.90164	0.83006	0.78825	0.7925	0.84091	0.91951	1.01182	1.09107	1.13292	1.12743	1.07187	0.97705	0.87209	0.78116	0.72638	0.7296	0.79805	0.90548	1.0185	1.10486	1.14155	1.12074	1.04599	0.9344	0.8135	0.72084	0.68203	0.71165	0.79996	0.91757	1.02369	1.09553	1.11467	1.07811	0.99207	0.87626	0.76255	0.68316	0.66939	0.73424	0.85899	1.00276	1.12451	1.19601	1.20382	1.15053	1.04493	0.90745	0.78579	0.70973	0.67851	0.66865	0.66823	0.67115	0.67498	0.68854	0.72396	0.80114	0.92216	1.05108	1.15194	1.19614	1.17934	1.10192	0.97853	0.8367	0.71788	0.6642	0.6857	0.76951	0.88477	0.99842	1.07915	1.1116	1.08615	1.00902	0.89625	0.77884	0.69386	0.67518	0.72828	0.83514	0.95135	1.05802	1.12322	1.13521	1.09059	0.99807	0.88435	0.78447	0.72992	0.73278	0.7812	0.87531	0.98122	1.06661	1.11892	1.12003	1.07319	0.99385	0.90531	0.82909	0.78499	0.79078	0.83574	0.90436	0.98298	1.04854	1.09005	1.09486	1.06605	1.01173	0.94808	0.89398	0.86314	0.85748	0.88165	0.92603	0.97992	top_10000-sites
MBC_315.ctDNA_deepWGS	+	0.27	Renal_cancer_DHS.top_10000	GC_corrected	0.96594	1.22659	0.98798	0.99887	0.99138	0.98596	0.97859	0.97348	0.97452	0.97799	0.98726	0.99824	1.00742	1.0115	1.00619	0.99742	0.9888	0.97651	0.96932	0.96774	0.97296	0.98497	0.99446	1.00344	1.00873	1.00813	1.00387	0.99138	0.98084	0.96864	0.96466	0.96717	0.97254	0.98465	0.9958	1.0053	1.00794	1.00383	0.99688	0.98261	0.9699	0.95702	0.95147	0.95482	0.95988	0.97313	0.98693	0.99937	1.00461	1.00238	0.99161	0.98175	0.97214	0.96951	0.9684	0.97687	0.99153	1.00629	1.01518	1.02221	1.02198	1.02163	1.01836	1.01186	1.00013	0.98982	0.98039	0.97003	0.9646	0.96354	0.96559	0.9741	0.98678	0.9975	1.00901	1.021	1.02678	1.02581	1.0227	1.0125	0.9995	0.98872	0.97747	0.96894	0.96521	0.97228	0.98359	0.99368	0.99991	1.00204	1.00046	0.99175	0.97757	0.96273	0.95438	0.95596	0.96344	0.97842	0.99087	1.00533	1.01455	1.01289	1.00475	0.99392	0.98086	0.9702	0.96199	0.96251	0.96591	0.97911	0.99093	1.00137	1.00697	1.00981	1.0045	0.9973	0.98417	0.97269	0.965	0.96449	0.9684	0.97888	0.98601	0.99754	1.00411	1.00675	1.00223	0.99621	0.98842	0.97929	0.97685	0.97659	0.97698	0.9823	0.98691	top_10000-sites
