seqnames	start	end	width	strand	Median
chr1	1000001	2000000	1000000	*	NA
chr1	3000001	4000000	1000000	*	0.313628420535389
chr1	4000001	5000000	1000000	*	0.297556737383945
chr1	5000001	6000000	1000000	*	0.221917397701288
chr1	6000001	7000000	1000000	*	0.0559952895079802
chr1	7000001	8000000	1000000	*	0.159107623610307
chr1	8000001	9000000	1000000	*	-0.0786624639909832
chr1	9000001	10000000	1000000	*	0.0310013583449063
chr1	10000001	11000000	1000000	*	-0.00971408098598546
chr1	11000001	12000000	1000000	*	0.143841183242878
chr1	14000001	15000000	1000000	*	0.207974762333921
chr1	15000001	16000000	1000000	*	0.0661903138949081
chr1	17000001	18000000	1000000	*	0.192852487595624
chr1	18000001	19000000	1000000	*	0.317335707924667
chr1	19000001	20000000	1000000	*	0.047798412965453
chr1	20000001	21000000	1000000	*	0.0671210975357017
chr1	21000001	22000000	1000000	*	0.0345031104395753
chr1	22000001	23000000	1000000	*	0.270328804753933
chr1	23000001	24000000	1000000	*	-0.0638731336729104
chr1	24000001	25000000	1000000	*	0.00409280098402191
chr1	25000001	26000000	1000000	*	0.0249870853659473
chr1	26000001	27000000	1000000	*	-0.0114473093185539
chr1	27000001	28000000	1000000	*	-0.0510111935859761
chr1	28000001	29000000	1000000	*	-0.21497328030517
chr1	29000001	30000000	1000000	*	NA
chr1	30000001	31000000	1000000	*	0.142807469705659
chr1	31000001	32000000	1000000	*	0.0240779697935564
chr1	32000001	33000000	1000000	*	-0.0569416022813864
chr1	33000001	34000000	1000000	*	0.183814013875662
chr1	34000001	35000000	1000000	*	0.22002678676298
chr1	35000001	36000000	1000000	*	-0.122628779226
chr1	36000001	37000000	1000000	*	0.135508211518949
chr1	37000001	38000000	1000000	*	0.157647689382094
chr1	38000001	39000000	1000000	*	0.156040331040073
chr1	39000001	40000000	1000000	*	-0.044625937891101
chr1	40000001	41000000	1000000	*	-0.0882897377478605
chr1	41000001	42000000	1000000	*	0.175968881807513
chr1	42000001	43000000	1000000	*	0.0175491006586515
chr1	43000001	44000000	1000000	*	0.116489247203313
chr1	44000001	45000000	1000000	*	-0.00870466356484143
chr1	45000001	46000000	1000000	*	-0.0767657784477134
chr1	46000001	47000000	1000000	*	0.109289513009953
chr1	47000001	48000000	1000000	*	0.184073616217061
chr1	48000001	49000000	1000000	*	0.188396029065187
chr1	49000001	50000000	1000000	*	0.0767652793436632
chr1	50000001	51000000	1000000	*	0.0252985635555542
chr1	51000001	52000000	1000000	*	-0.0832309825467063
chr1	52000001	53000000	1000000	*	-0.100059434014623
chr1	53000001	54000000	1000000	*	0.113013461389466
chr1	54000001	55000000	1000000	*	0.211548338328411
chr1	55000001	56000000	1000000	*	0.12678665771959
chr1	56000001	57000000	1000000	*	0.111715688856613
chr1	57000001	58000000	1000000	*	0.127322660549611
chr1	58000001	59000000	1000000	*	0.130195017027388
chr1	59000001	60000000	1000000	*	0.123076187581872
chr1	60000001	61000000	1000000	*	0.0854846420824734
chr1	61000001	62000000	1000000	*	-0.0503024194999949
chr1	62000001	63000000	1000000	*	-0.0384265339415973
chr1	63000001	64000000	1000000	*	-0.00705643022655537
chr1	64000001	65000000	1000000	*	0.0375309434172218
chr1	65000001	66000000	1000000	*	-0.0155841330660508
chr1	66000001	67000000	1000000	*	0.0198768051568457
chr1	67000001	68000000	1000000	*	0.0195981579282018
chr1	68000001	69000000	1000000	*	0.0315071162685077
chr1	69000001	70000000	1000000	*	0.0446456316593743
chr1	70000001	71000000	1000000	*	-0.0392110568854
chr1	71000001	72000000	1000000	*	0.00982681120495563
chr1	72000001	73000000	1000000	*	-0.0132363891916617
chr1	73000001	74000000	1000000	*	-0.0172981426290131
chr1	74000001	75000000	1000000	*	0.0155845621207918
chr1	75000001	76000000	1000000	*	-0.0130791776385457
chr1	76000001	77000000	1000000	*	0.0917025605100295
chr1	77000001	78000000	1000000	*	-0.0942183646835967
chr1	78000001	79000000	1000000	*	0.0125211236143574
chr1	79000001	80000000	1000000	*	-0.0283302085525244
chr1	80000001	81000000	1000000	*	-0.0249263815292366
chr1	81000001	82000000	1000000	*	-0.100028870888614
chr1	82000001	83000000	1000000	*	0.0129488498334646
chr1	84000001	85000000	1000000	*	-0.048652644168295
chr1	85000001	86000000	1000000	*	-0.0329184313822784
chr1	86000001	87000000	1000000	*	-0.0475846989845907
chr1	87000001	88000000	1000000	*	0.0166856812710373
chr1	88000001	89000000	1000000	*	-0.0266391327919601
chr1	89000001	90000000	1000000	*	0.0063376946768986
chr1	90000001	91000000	1000000	*	0.0403798758132173
chr1	91000001	92000000	1000000	*	0.0353316087814077
chr1	92000001	93000000	1000000	*	-0.0858434336897528
chr1	93000001	94000000	1000000	*	-0.0345816718913503
chr1	94000001	95000000	1000000	*	0.0844978248309943
chr1	95000001	96000000	1000000	*	-0.0168750281909891
chr1	96000001	97000000	1000000	*	0.00287994089732413
chr1	97000001	98000000	1000000	*	-0.00362362821507643
chr1	98000001	99000000	1000000	*	0.0277501174130736
chr1	99000001	100000000	1000000	*	-0.0230730608084316
chr1	100000001	101000000	1000000	*	-0.0589831165078493
chr1	101000001	102000000	1000000	*	-0.00281244179986174
chr1	102000001	103000000	1000000	*	0.019003990553461
chr1	104000001	105000000	1000000	*	-0.0483132690382612
chr1	105000001	106000000	1000000	*	-0.0254912403562063
chr1	106000001	107000000	1000000	*	0.00688195909747432
chr1	107000001	108000000	1000000	*	0.0038996309764326
chr1	109000001	110000000	1000000	*	-0.082436651511349
chr1	110000001	111000000	1000000	*	0.05529904065479
chr1	111000001	112000000	1000000	*	0.0653759290905999
chr1	112000001	113000000	1000000	*	0.0343789071094006
chr1	113000001	114000000	1000000	*	-0.0909182309632075
chr1	114000001	115000000	1000000	*	0.000417228717874898
chr1	115000001	116000000	1000000	*	0.116146309158737
chr1	116000001	117000000	1000000	*	0.129109987359239
chr1	117000001	118000000	1000000	*	0.0488762284180038
chr1	118000001	119000000	1000000	*	0.0429926247503109
chr1	119000001	120000000	1000000	*	0.136943273381932
chr1	150000001	151000000	1000000	*	-0.245247933357647
chr1	151000001	152000000	1000000	*	-0.121841414149688
chr1	152000001	153000000	1000000	*	0.137675558622213
chr1	153000001	154000000	1000000	*	-0.222939886841876
chr1	154000001	155000000	1000000	*	-0.0650048913644438
chr1	155000001	156000000	1000000	*	-0.333850144379906
chr1	156000001	157000000	1000000	*	0.0609994726953952
chr1	157000001	158000000	1000000	*	0.187959305698797
chr1	158000001	159000000	1000000	*	0.0413477069284483
chr1	159000001	160000000	1000000	*	0.0524097408766084
chr1	160000001	161000000	1000000	*	0.0663483246878012
chr1	162000001	163000000	1000000	*	0.0958571025672642
chr1	163000001	164000000	1000000	*	0.0591617973024391
chr1	164000001	165000000	1000000	*	0.0556568255332487
chr1	165000001	166000000	1000000	*	0.127393825296172
chr1	166000001	167000000	1000000	*	0.112422230891929
chr1	167000001	168000000	1000000	*	-0.0652661606297638
chr1	168000001	169000000	1000000	*	0.0866247615902367
chr1	169000001	170000000	1000000	*	-0.038685283914447
chr1	170000001	171000000	1000000	*	0.0547944947273651
chr1	171000001	172000000	1000000	*	0.0105464652627941
chr1	172000001	173000000	1000000	*	0.0200994513952877
chr1	173000001	174000000	1000000	*	0.00659240850287591
chr1	174000001	175000000	1000000	*	-0.113223975766314
chr1	175000001	176000000	1000000	*	0.170014559719221
chr1	176000001	177000000	1000000	*	0.00157764798324161
chr1	177000001	178000000	1000000	*	0.136741797747726
chr1	178000001	179000000	1000000	*	-0.0358536476342794
chr1	179000001	180000000	1000000	*	-0.0606915427369696
chr1	180000001	181000000	1000000	*	-0.0865664926305899
chr1	181000001	182000000	1000000	*	0.165862213978189
chr1	182000001	183000000	1000000	*	-0.0193402132111647
chr1	183000001	184000000	1000000	*	0.0120823026553469
chr1	184000001	185000000	1000000	*	-0.00177545043871365
chr1	185000001	186000000	1000000	*	-0.057302306702568
chr1	186000001	187000000	1000000	*	-0.0373350858289918
chr1	187000001	188000000	1000000	*	-0.0206251324265142
chr1	188000001	189000000	1000000	*	-0.0095875330375058
chr1	189000001	190000000	1000000	*	NA
chr1	190000001	191000000	1000000	*	NA
chr1	191000001	192000000	1000000	*	0.00909621330137983
chr1	192000001	193000000	1000000	*	-0.0459575238532655
chr1	193000001	194000000	1000000	*	-0.0274128698672386
chr1	194000001	195000000	1000000	*	-0.0134334089091376
chr1	195000001	196000000	1000000	*	-0.00974913629947151
chr1	196000001	197000000	1000000	*	0.0260894697248307
chr1	197000001	198000000	1000000	*	-0.0221330436087822
chr1	198000001	199000000	1000000	*	-0.643992958284473
chr1	199000001	200000000	1000000	*	0.000527979626982131
chr1	200000001	201000000	1000000	*	-0.123068007782916
chr1	201000001	202000000	1000000	*	0.25318782015665
chr1	202000001	203000000	1000000	*	0.0838039380921417
chr1	203000001	204000000	1000000	*	0.0624523644912368
chr1	204000001	205000000	1000000	*	0.150064497159084
chr1	205000001	206000000	1000000	*	0.113259685664387
chr1	207000001	208000000	1000000	*	-0.0748411220551757
chr1	208000001	209000000	1000000	*	0.117252584482403
chr1	209000001	210000000	1000000	*	0.101505408157471
chr1	210000001	211000000	1000000	*	0.12431384963782
chr1	211000001	212000000	1000000	*	-0.0279448650996352
chr1	212000001	213000000	1000000	*	-0.0667228341614773
chr1	213000001	214000000	1000000	*	0.0581876182481888
chr1	214000001	215000000	1000000	*	-0.00427327177479643
chr1	215000001	216000000	1000000	*	-0.00654882271083069
chr1	216000001	217000000	1000000	*	-0.0711408103386265
chr1	217000001	218000000	1000000	*	-0.10834361463663
chr1	218000001	219000000	1000000	*	-0.0449770727910128
chr1	219000001	220000000	1000000	*	-0.0132694959442747
chr1	220000001	221000000	1000000	*	-0.0344698672714116
chr1	221000001	222000000	1000000	*	0.0550362141265136
chr1	222000001	223000000	1000000	*	0.0101244959771277
chr1	224000001	225000000	1000000	*	0.00752776822539078
chr1	225000001	226000000	1000000	*	-0.0735174246047447
chr1	226000001	227000000	1000000	*	-0.0393447735109023
chr1	227000001	228000000	1000000	*	-0.0400469295247615
chr1	229000001	230000000	1000000	*	0.0360345456237581
chr1	230000001	231000000	1000000	*	0.0571120302018696
chr1	231000001	232000000	1000000	*	0.0694608410143843
chr1	232000001	233000000	1000000	*	0.108906834198269
chr1	233000001	234000000	1000000	*	0.030259058530476
chr1	234000001	235000000	1000000	*	-0.0103295778269912
chr1	235000001	236000000	1000000	*	-0.182926685707496
chr1	236000001	237000000	1000000	*	-0.0391208266898053
chr1	237000001	238000000	1000000	*	-0.0551469014983674
chr1	238000001	239000000	1000000	*	-0.0450741894029215
chr1	239000001	240000000	1000000	*	-0.041819167429317
chr1	240000001	241000000	1000000	*	-0.104673045051594
chr1	241000001	242000000	1000000	*	-0.0843142655384879
chr1	244000001	245000000	1000000	*	-0.0858249379011947
chr1	245000001	246000000	1000000	*	-0.736366973532072
chr1	246000001	247000000	1000000	*	-0.10259661800233
chr1	247000001	248000000	1000000	*	-0.0714106161393473
chr2	1	1000000	1000000	*	NA
chr2	1000001	2000000	1000000	*	-0.3723810406384
chr2	2000001	3000000	1000000	*	0.0945382831739795
chr2	3000001	4000000	1000000	*	-0.129574791865363
chr2	4000001	5000000	1000000	*	-0.0750797299269383
chr2	5000001	6000000	1000000	*	-0.0097670831941073
chr2	6000001	7000000	1000000	*	-0.0224655840368293
chr2	7000001	8000000	1000000	*	0.0553995591828702
chr2	8000001	9000000	1000000	*	0.000869843906446022
chr2	9000001	10000000	1000000	*	-0.0255696349568603
chr2	10000001	11000000	1000000	*	0.0838519217906475
chr2	11000001	12000000	1000000	*	0.0306414861627072
chr2	12000001	13000000	1000000	*	0.0805520435377096
chr2	13000001	14000000	1000000	*	0.00594263251930962
chr2	14000001	15000000	1000000	*	-0.00259663986194102
chr2	15000001	16000000	1000000	*	0.0244542207244442
chr2	16000001	17000000	1000000	*	NA
chr2	17000001	18000000	1000000	*	0.0473726188986711
chr2	18000001	19000000	1000000	*	0.0599306830327296
chr2	19000001	20000000	1000000	*	0.0876982513755254
chr2	20000001	21000000	1000000	*	NA
chr2	21000001	22000000	1000000	*	0.0224586976674796
chr2	22000001	23000000	1000000	*	-0.0134538636629692
chr2	23000001	24000000	1000000	*	0.0713397445963332
chr2	24000001	25000000	1000000	*	-0.106735439995283
chr2	25000001	26000000	1000000	*	-0.0790482750899062
chr2	26000001	27000000	1000000	*	-0.031546417428217
chr2	27000001	28000000	1000000	*	-0.0830729731326063
chr2	28000001	29000000	1000000	*	-0.0370262994838047
chr2	29000001	30000000	1000000	*	0.156838709031562
chr2	30000001	31000000	1000000	*	0.111670900904785
chr2	31000001	32000000	1000000	*	NA
chr2	32000001	33000000	1000000	*	NA
chr2	33000001	34000000	1000000	*	-0.0219007312938825
chr2	34000001	35000000	1000000	*	-0.0271387199973874
chr2	35000001	36000000	1000000	*	0.0114433087801288
chr2	36000001	37000000	1000000	*	-0.194256057118938
chr2	37000001	38000000	1000000	*	-0.056881395610212
chr2	38000001	39000000	1000000	*	-0.0498718669216421
chr2	39000001	40000000	1000000	*	-0.037968785403651
chr2	40000001	41000000	1000000	*	0.0292267443765484
chr2	41000001	42000000	1000000	*	0.0161481295303005
chr2	42000001	43000000	1000000	*	-0.067233121547713
chr2	43000001	44000000	1000000	*	-0.0894475241557084
chr2	44000001	45000000	1000000	*	-0.0585461410783991
chr2	45000001	46000000	1000000	*	0.0881315267196377
chr2	46000001	47000000	1000000	*	0.0418294296281671
chr2	47000001	48000000	1000000	*	0.00304441722918767
chr2	48000001	49000000	1000000	*	-0.01203207822994
chr2	49000001	50000000	1000000	*	0.0604368259553699
chr2	50000001	51000000	1000000	*	-0.0579432660819911
chr2	51000001	52000000	1000000	*	0.000522007929022625
chr2	52000001	53000000	1000000	*	-0.0456391932388564
chr2	53000001	54000000	1000000	*	-0.0596982321924484
chr2	54000001	55000000	1000000	*	-0.0860235646992292
chr2	55000001	56000000	1000000	*	-0.131210744868369
chr2	56000001	57000000	1000000	*	0.0316336259182001
chr2	57000001	58000000	1000000	*	0.0184704859996834
chr2	58000001	59000000	1000000	*	0.0342874869450985
chr2	59000001	60000000	1000000	*	0.102701061203128
chr2	60000001	61000000	1000000	*	0.0240759707106571
chr2	61000001	62000000	1000000	*	-0.214364118545344
chr2	62000001	63000000	1000000	*	-0.0331935634003843
chr2	63000001	64000000	1000000	*	-0.0093645697875505
chr2	64000001	65000000	1000000	*	-0.0808644556567339
chr2	65000001	66000000	1000000	*	0.042195042397588
chr2	66000001	67000000	1000000	*	0.0783641620669358
