seqnames	start	end	width	strand	Median
chr1	1000001	2000000	1000000	*	NA
chr1	3000001	4000000	1000000	*	0.313628420535466
chr1	4000001	5000000	1000000	*	0.297556737383952
chr1	5000001	6000000	1000000	*	0.221917397701343
chr1	6000001	7000000	1000000	*	0.0559952895080229
chr1	7000001	8000000	1000000	*	0.159107623610099
chr1	8000001	9000000	1000000	*	-0.0786624639909335
chr1	9000001	10000000	1000000	*	0.0310013583447883
chr1	10000001	11000000	1000000	*	-0.00971408098608472
chr1	11000001	12000000	1000000	*	0.143841183242889
chr1	14000001	15000000	1000000	*	0.207974762333937
chr1	15000001	16000000	1000000	*	0.0661903138949542
chr1	17000001	18000000	1000000	*	0.192852487595875
chr1	18000001	19000000	1000000	*	0.317335707924356
chr1	19000001	20000000	1000000	*	0.0477984129654305
chr1	20000001	21000000	1000000	*	0.0671210975357562
chr1	21000001	22000000	1000000	*	0.0345031104396736
chr1	22000001	23000000	1000000	*	0.270328804754082
chr1	23000001	24000000	1000000	*	-0.0638731336728563
chr1	24000001	25000000	1000000	*	0.00409280098399843
chr1	25000001	26000000	1000000	*	0.0249870853662983
chr1	26000001	27000000	1000000	*	-0.0114473093185426
chr1	27000001	28000000	1000000	*	-0.0510111935859517
chr1	28000001	29000000	1000000	*	-0.21497328030518
chr1	29000001	30000000	1000000	*	NA
chr1	30000001	31000000	1000000	*	0.142807469705667
chr1	31000001	32000000	1000000	*	0.0240779697935258
chr1	32000001	33000000	1000000	*	-0.0569416022813983
chr1	33000001	34000000	1000000	*	0.183814013875634
chr1	34000001	35000000	1000000	*	0.220026786762974
chr1	35000001	36000000	1000000	*	-0.122628779225958
chr1	36000001	37000000	1000000	*	0.135508211519218
chr1	37000001	38000000	1000000	*	0.157647689382091
chr1	38000001	39000000	1000000	*	0.156040331040134
chr1	39000001	40000000	1000000	*	-0.0446259378912042
chr1	40000001	41000000	1000000	*	-0.0882897377478318
chr1	41000001	42000000	1000000	*	0.175968881807492
chr1	42000001	43000000	1000000	*	0.0175491006586817
chr1	43000001	44000000	1000000	*	0.116489247203277
chr1	44000001	45000000	1000000	*	-0.00870466356483973
chr1	45000001	46000000	1000000	*	-0.0767657784475235
chr1	46000001	47000000	1000000	*	0.109289513010328
chr1	47000001	48000000	1000000	*	0.184073616216966
chr1	48000001	49000000	1000000	*	0.188396029065129
chr1	49000001	50000000	1000000	*	0.0767652793434096
chr1	50000001	51000000	1000000	*	0.0252985635555179
chr1	51000001	52000000	1000000	*	-0.0832309825467531
chr1	52000001	53000000	1000000	*	-0.100059434014616
chr1	53000001	54000000	1000000	*	0.113013461389641
chr1	54000001	55000000	1000000	*	0.211548338328416
chr1	55000001	56000000	1000000	*	0.126786657719526
chr1	56000001	57000000	1000000	*	0.111715688856748
chr1	57000001	58000000	1000000	*	0.127322660549735
chr1	58000001	59000000	1000000	*	0.13019501702732
chr1	59000001	60000000	1000000	*	0.123076187581931
chr1	60000001	61000000	1000000	*	0.0854846420825029
chr1	61000001	62000000	1000000	*	-0.0503024194997439
chr1	62000001	63000000	1000000	*	-0.0384265339415722
chr1	63000001	64000000	1000000	*	-0.00705643022646323
chr1	64000001	65000000	1000000	*	0.037530943417266
chr1	65000001	66000000	1000000	*	-0.0155841330660996
chr1	66000001	67000000	1000000	*	0.0198768051567483
chr1	67000001	68000000	1000000	*	0.0195981579282059
chr1	68000001	69000000	1000000	*	0.0315071162686214
chr1	69000001	70000000	1000000	*	0.0446456316594832
chr1	70000001	71000000	1000000	*	-0.0392110568853719
chr1	71000001	72000000	1000000	*	0.00982681120499732
chr1	72000001	73000000	1000000	*	-0.013236389191639
chr1	73000001	74000000	1000000	*	-0.0172981426290669
chr1	74000001	75000000	1000000	*	0.0155845621209282
chr1	75000001	76000000	1000000	*	-0.0130791776386511
chr1	76000001	77000000	1000000	*	0.0917025605100751
chr1	77000001	78000000	1000000	*	-0.0942183646836315
chr1	78000001	79000000	1000000	*	0.0125211236143892
chr1	79000001	80000000	1000000	*	-0.028330208552518
chr1	80000001	81000000	1000000	*	-0.0249263815293528
chr1	81000001	82000000	1000000	*	-0.100028870888494
chr1	82000001	83000000	1000000	*	0.0129488498334881
chr1	84000001	85000000	1000000	*	-0.0486526441682592
chr1	85000001	86000000	1000000	*	-0.0329184313821302
chr1	86000001	87000000	1000000	*	-0.0475846989848719
chr1	87000001	88000000	1000000	*	0.016685681270881
chr1	88000001	89000000	1000000	*	-0.026639132791978
chr1	89000001	90000000	1000000	*	0.00633769467719936
chr1	90000001	91000000	1000000	*	0.0403798758132374
chr1	91000001	92000000	1000000	*	0.0353316087814534
chr1	92000001	93000000	1000000	*	-0.0858434336896931
chr1	93000001	94000000	1000000	*	-0.0345816718911682
chr1	94000001	95000000	1000000	*	0.08449782483101
chr1	95000001	96000000	1000000	*	-0.0168750281911444
chr1	96000001	97000000	1000000	*	0.00287994089739303
chr1	97000001	98000000	1000000	*	-0.00362362821499525
chr1	98000001	99000000	1000000	*	0.0277501174130521
chr1	99000001	100000000	1000000	*	-0.0230730608083602
chr1	100000001	101000000	1000000	*	-0.0589831165078573
chr1	101000001	102000000	1000000	*	-0.00281244179996477
chr1	102000001	103000000	1000000	*	0.0190039905534952
chr1	104000001	105000000	1000000	*	-0.048313269038201
chr1	105000001	106000000	1000000	*	-0.0254912403561433
chr1	106000001	107000000	1000000	*	0.00688195909752676
chr1	107000001	108000000	1000000	*	0.0038996309762914
chr1	109000001	110000000	1000000	*	-0.0824366515113319
chr1	110000001	111000000	1000000	*	0.0552990406553592
chr1	111000001	112000000	1000000	*	0.0653759290905932
chr1	112000001	113000000	1000000	*	0.034378907109456
chr1	113000001	114000000	1000000	*	-0.090918230963088
chr1	114000001	115000000	1000000	*	0.000417228717801238
chr1	115000001	116000000	1000000	*	0.116146309158712
chr1	116000001	117000000	1000000	*	0.12910998735924
chr1	117000001	118000000	1000000	*	0.0488762284180459
chr1	118000001	119000000	1000000	*	0.0429926247502858
chr1	119000001	120000000	1000000	*	0.136943273381955
chr1	150000001	151000000	1000000	*	-0.245247933357666
chr1	151000001	152000000	1000000	*	-0.121841414149716
chr1	152000001	153000000	1000000	*	0.137675558622464
chr1	153000001	154000000	1000000	*	-0.222939886841797
chr1	154000001	155000000	1000000	*	-0.0650048913643569
chr1	155000001	156000000	1000000	*	-0.333850144380009
chr1	156000001	157000000	1000000	*	0.0609994726954103
chr1	157000001	158000000	1000000	*	0.187959305698825
chr1	158000001	159000000	1000000	*	0.0413477069287646
chr1	159000001	160000000	1000000	*	0.0524097408766439
chr1	160000001	161000000	1000000	*	0.0663483246878572
chr1	162000001	163000000	1000000	*	0.0958571025673153
chr1	163000001	164000000	1000000	*	0.059161797302431
chr1	164000001	165000000	1000000	*	0.0556568255332551
chr1	165000001	166000000	1000000	*	0.127393825296162
chr1	166000001	167000000	1000000	*	0.112422230891791
chr1	167000001	168000000	1000000	*	-0.0652661606298426
chr1	168000001	169000000	1000000	*	0.0866247615902836
chr1	169000001	170000000	1000000	*	-0.0386852839143869
chr1	170000001	171000000	1000000	*	0.0547944947272895
chr1	171000001	172000000	1000000	*	0.0105464652627817
chr1	172000001	173000000	1000000	*	0.0200994513952951
chr1	173000001	174000000	1000000	*	0.00659240850293776
chr1	174000001	175000000	1000000	*	-0.113223975766508
chr1	175000001	176000000	1000000	*	0.170014559719171
chr1	176000001	177000000	1000000	*	0.00157764798322399
chr1	177000001	178000000	1000000	*	0.136741797747662
chr1	178000001	179000000	1000000	*	-0.0358536476342594
chr1	179000001	180000000	1000000	*	-0.0606915427370243
chr1	180000001	181000000	1000000	*	-0.0865664926306708
chr1	181000001	182000000	1000000	*	0.165862213978148
chr1	182000001	183000000	1000000	*	-0.0193402132111519
chr1	183000001	184000000	1000000	*	0.0120823026553464
chr1	184000001	185000000	1000000	*	-0.00177545043868647
chr1	185000001	186000000	1000000	*	-0.0573023067024123
chr1	186000001	187000000	1000000	*	-0.0373350858289621
chr1	187000001	188000000	1000000	*	-0.0206251324264092
chr1	188000001	189000000	1000000	*	-0.0095875330373897
chr1	189000001	190000000	1000000	*	NA
chr1	190000001	191000000	1000000	*	NA
chr1	191000001	192000000	1000000	*	0.00909621330142249
chr1	192000001	193000000	1000000	*	-0.0459575238532357
chr1	193000001	194000000	1000000	*	-0.0274128698672507
chr1	194000001	195000000	1000000	*	-0.0134334089090867
chr1	195000001	196000000	1000000	*	-0.00974913629945717
chr1	196000001	197000000	1000000	*	0.0260894697246221
chr1	197000001	198000000	1000000	*	-0.0221330436087422
chr1	198000001	199000000	1000000	*	-0.643992958284425
chr1	199000001	200000000	1000000	*	0.000527979626974606
chr1	200000001	201000000	1000000	*	-0.123068007782903
chr1	201000001	202000000	1000000	*	0.253187820157057
chr1	202000001	203000000	1000000	*	0.0838039380919889
chr1	203000001	204000000	1000000	*	0.0624523644912713
chr1	204000001	205000000	1000000	*	0.150064497159691
chr1	205000001	206000000	1000000	*	0.11325968566439
chr1	207000001	208000000	1000000	*	-0.0748411220552739
chr1	208000001	209000000	1000000	*	0.117252584482065
chr1	209000001	210000000	1000000	*	0.101505408157468
chr1	210000001	211000000	1000000	*	0.124313849637691
chr1	211000001	212000000	1000000	*	-0.027944865099659
chr1	212000001	213000000	1000000	*	-0.0667228341613615
chr1	213000001	214000000	1000000	*	0.05818761824817
chr1	214000001	215000000	1000000	*	-0.00427327177474165
chr1	215000001	216000000	1000000	*	-0.00654882271085619
chr1	216000001	217000000	1000000	*	-0.0711408103383215
chr1	217000001	218000000	1000000	*	-0.108343614636602
chr1	218000001	219000000	1000000	*	-0.0449770727909435
chr1	219000001	220000000	1000000	*	-0.0132694959443961
chr1	220000001	221000000	1000000	*	-0.0344698672714446
chr1	221000001	222000000	1000000	*	0.0550362141264863
chr1	222000001	223000000	1000000	*	0.0101244959771862
chr1	224000001	225000000	1000000	*	0.00752776822529662
chr1	225000001	226000000	1000000	*	-0.0735174246046416
chr1	226000001	227000000	1000000	*	-0.0393447735109496
chr1	227000001	228000000	1000000	*	-0.0400469295246851
chr1	229000001	230000000	1000000	*	0.0360345456236619
chr1	230000001	231000000	1000000	*	0.0571120302017325
chr1	231000001	232000000	1000000	*	0.0694608410144377
chr1	232000001	233000000	1000000	*	0.108906834198298
chr1	233000001	234000000	1000000	*	0.0302590585304319
chr1	234000001	235000000	1000000	*	-0.010329577826921
chr1	235000001	236000000	1000000	*	-0.182926685707512
chr1	236000001	237000000	1000000	*	-0.0391208266898615
chr1	237000001	238000000	1000000	*	-0.0551469014983445
chr1	238000001	239000000	1000000	*	-0.0450741894029354
chr1	239000001	240000000	1000000	*	-0.0418191674293555
chr1	240000001	241000000	1000000	*	-0.104673045051702
chr1	241000001	242000000	1000000	*	-0.0843142655384705
chr1	244000001	245000000	1000000	*	-0.0858249379011846
chr1	245000001	246000000	1000000	*	-0.736366973532046
chr1	246000001	247000000	1000000	*	-0.102596618002384
chr1	247000001	248000000	1000000	*	-0.0714106161393555
chr2	1	1000000	1000000	*	NA
chr2	1000001	2000000	1000000	*	-0.372381040638508
chr2	2000001	3000000	1000000	*	0.0945382831738928
chr2	3000001	4000000	1000000	*	-0.129574791865302
chr2	4000001	5000000	1000000	*	-0.0750797299269238
chr2	5000001	6000000	1000000	*	-0.00976708319407101
chr2	6000001	7000000	1000000	*	-0.0224655840365859
chr2	7000001	8000000	1000000	*	0.0553995591832216
chr2	8000001	9000000	1000000	*	0.000869843906348376
chr2	9000001	10000000	1000000	*	-0.0255696349567674
chr2	10000001	11000000	1000000	*	0.0838519217910557
chr2	11000001	12000000	1000000	*	0.0306414861626949
chr2	12000001	13000000	1000000	*	0.0805520435376695
chr2	13000001	14000000	1000000	*	0.00594263251923433
chr2	14000001	15000000	1000000	*	-0.00259663986194832
chr2	15000001	16000000	1000000	*	0.0244542207244563
