Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr12	66145220	66145394	12.546662	2.07342514414414	444	66145310	66145270.0	66145350.0	Pulmonary devel.	66145310
chr1	32066540	32066770	1.215891	3.36583795432692	416	32066650	32066610.0	32066710.0	Pulmonary devel.	32066650
chr10	79084299	79084480	10.631841	4.11723017961165	412	79084390	79084350.0	79084410.0	Pulmonary devel.	79084390
chr20	362520	362703	20.105171	4.09658391198044	409	362610	362574.0	362690.0	Pulmonary devel.	362610
chr1	86793159	86793363	1.413673	2.42133082019704	406	86793270	86793150.0	86793310.0	Pulmonary devel.	86793270
chr19	49503218	49503401	19.859984	2.54774890617284	405	49503310	49503270.0	49503390.0	Pulmonary devel.	49503310
chr3	24640372	24640543	3.211867	0.806000092039801	402	24640450	24640390.0	24640490.0	Pulmonary devel.	24640450
chr10	18238980	18239140	10.2226726	1.00190922588832	394	18239070	18239030.0	18239090.0	Pulmonary devel.	18239070
chr22	40276617	40276800	22.81268	1.49981915641026	390	40276710	40276670.0	40276750.0	Pulmonary devel.	40276710
chr2	30253080	30253320	2.212421	3.2273048814433	388	30253210	30253124.0	30253250.0	Pulmonary devel.	30253210
chr4	78612539	78612681	4.471941	1.1285132642487	386	78612610	78612590.0	78612630.0	Pulmonary devel.	78612610
chr11	94417498	94417660	11.729064	0.728524828756477	386	94417570	94417550.0	94417610.0	Pulmonary devel.	94417570
chr8	117937460	117937623	8.831265	2.59918153125	384	117937550	117937510.0	117937590.0	Pulmonary devel.	117937550
chr9	14251360	14251617	9.192696	3.6225053828125	384	14251490	14251430.0	14251570.0	Pulmonary devel.	14251490
chr13	29925540	29925723	13.335539	3.13160658792651	381	29925630	29925610.0	29925670.0	Pulmonary devel.	29925630
chr4	154399620	154399784	4.830518	1.06250373490814	381	154399710	154399670.0	154399750.0	Pulmonary devel.	154399710
chr2	154402260	154402431	2.673737	0.697376524146982	381	154402350	154402310.0	154402430.0	Pulmonary devel.	154402350
chr17	48051879	48052167	17.619269	3.27783624010554	379	48052010	48051890.0	48052130.0	Pulmonary devel.	48052010
chr5	108003220	108003402	5.635473	1.07197936997319	373	108003310	108003290.0	108003350.0	Pulmonary devel.	108003310
chr1	23422457	23422660	1.184612	2.19342445040214	373	23422550	23422470.0	23422610.0	Pulmonary devel.	23422550
chr11	32297657	32297840	11.315268	0.998567485175202	371	32297750	32297710.0	32297790.0	Pulmonary devel.	32297750
chr10	119652523	119652720	10.9046704	1.58883487061995	371	119652630	119652570.0	119652650.0	Pulmonary devel.	119652630
chr5	112228740	112228940	5.656413	2.12274020867209	369	112228850	112228790.0	112228890.0	Pulmonary devel.	112228850
chr17	63082374	63082540	17.781771	0.738783163043478	368	63082450	63082430.0	63082470.0	Pulmonary devel.	63082450
chr10	11685920	11686120	10.178532	2.98548254223433	367	11686030	11685950.0	11686050.0	Pulmonary devel.	11686030
chr2	20052920	20053102	2.174554	2.10991569125683	366	20053010	20052970.0	20053050.0	Pulmonary devel.	20053010
chr10	3500460	3500741	10.1234921	4.22768440983607	366	3500610	3500530.0	3500690.0	Pulmonary devel.	3500610
chr1	196309480	196309660	1.809614	0.802301016438356	365	196309570	196309550.0	196309590.0	Pulmonary devel.	196309570
chr12	122023440	122023662	12.9238766	1.57846460273973	365	122023550	122023430.0	122023610.0	Pulmonary devel.	122023550
chr11	93170079	93170232	11.720689	0.578253068406593	364	93170150	93170130.0	93170170.0	Pulmonary devel.	93170150
chr3	36893120	36893300	3.267548	2.39611787569061	362	36893210	36893170.0	36893250.0	Pulmonary devel.	36893210
chr10	12605740	12605924	10.184725	1.67244510277778	360	12605830	12605810.0	12605910.0	Pulmonary devel.	12605830
chr6	22471158	22471341	6.218437	1.70616401666667	360	22471250	22471210.0	22471290.0	Pulmonary devel.	22471250
chr4	138981960	138982140	4.757623	1.63084895264624	359	138982050	138982030.0	138982130.0	Pulmonary devel.	138982050
chr4	74377019	74377161	4.451903	1.34709225069638	359	74377090	74377070.0	74377110.0	Pulmonary devel.	74377090
chr4	175891975	175892160	4.932236	0.882760118994413	358	175892070	175891990.0	175892110.0	Pulmonary devel.	175892070
chr3	123618840	123619021	3.6610666	2.64363330252101	357	123618950	123618928.0	123618950.0	Pulmonary devel.	123618950
chr2	16487800	16487961	2.161298	1.000562832493	357	16487890	16487870.0	16487910.0	Pulmonary devel.	16487890
chr21	21232426	21232581	21.50913	0.871869484745763	354	21232510	21232490.0	21232530.0	Pulmonary devel.	21232510
