Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr7	129958720	129958941	7.833869	4.32655992537313	335	129958830	129958790.0	129958870.0	Myeloid / erythroid	129958830
chr1	190754900	190755072	1.7894795	1.11246672385321	327	190754990	190754930.0	190755010.0	Myeloid / erythroid	190754990
chr5	150763459	150763666	5.8473774	3.80657931595092	326	150763550	150763510.0	150763610.0	Myeloid / erythroid	150763550
chr2	138090478	138090656	2.6131576	0.910943564263323	319	138090570	138090530.0	138090590.0	Myeloid / erythroid	138090570
chr16	89326120	89326301	16.989714	2.50514539622642	318	89326210	89326170.0	89326250.0	Myeloid / erythroid	89326210
chr3	125633139	125633322	3.670171	2.25728819935275	309	125633230	125633170.0	125633250.0	Myeloid / erythroid	125633230
chr1	156926328	156926518	1.667188	2.7079178679868	303	156926430	156926350.0	156926450.0	Myeloid / erythroid	156926430
chr12	53299218	53299384	12.459989	2.2736369339934	303	53299290	53299270.0	53299350.0	Myeloid / erythroid	53299290
chr11	33835577	33835740	11.325483	0.950678891089109	303	33835650	33835630.0	33835670.0	Myeloid / erythroid	33835650
chr2	7007976	7008313	2.1260661	3.13686810231023	303	7008170	7008002.0	7008250.0	Myeloid / erythroid	7008170
chr11	125070820	125071001	11.933169	2.37555293174061	293	125070910	125070830.0	125070964.0	Myeloid / erythroid	125070910
chr8	24272015	24272222	8.250498	1.93889215198556	277	24272110	24272050.0	24272170.0	Myeloid / erythroid	24272110
chr9	132372787	132372980	9.9606766	2.3939352080292	274	132372890	132372830.0	132372910.0	Myeloid / erythroid	132372890
chr6	44925520	44925718	6.336693	2.12916765808824	272	44925610	44925570.0	44925650.0	Myeloid / erythroid	44925610
chr1	59292680	59292880	1.314278	2.75487836162362	271	59292770	59292730.0	59292830.0	Myeloid / erythroid	59292770
chr1	55641298	55641465	1.301155	1.17781934814815	270	55641390	55641350.0	55641390.0	Myeloid / erythroid	55641390
chr1	224205480	224205700	1.9104405	2.20813420446097	269	224205590	224205530.0	224205630.0	Myeloid / erythroid	224205590
chr5	10607833	10608020	5.152607	2.31406820599251	267	10607930	10607870.0	10607950.0	Myeloid / erythroid	10607930
chr7	1513411	1513600	7.108551	3.55882259622642	265	1513510	1513470.0	1513530.0	Myeloid / erythroid	1513510
chr10	50577760	50578001	10.4400877	1.74832175471698	265	50577890	50577790.0	50577950.0	Myeloid / erythroid	50577890
chr10	3095740	3095960	10.1208646	4.36954803018868	265	3095850	3095790.0	3095870.0	Myeloid / erythroid	3095850
chr3	49238558	49238783	3.323569	3.39452652272727	264	49238670	49238610.0	49238770.0	Myeloid / erythroid	49238670
chr16	5117412	5117624	16.151026	1.67953785741445	263	5117510	5117424.0	5117610.0	Myeloid / erythroid	5117510
chr8	29225760	29225961	8.2812636	1.55942101149425	261	29225870	29225810.0	29225950.0	Myeloid / erythroid	29225870
