Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr2	72757358	72757549	2.370411	2.0433274375	304	72757450	72757390.0	72757490.0	Cardiac	72757450
chr15	90184060	90184303	15.895674	3.21028675907591	303	90184170	90184130.0	90184319.0	Cardiac	90184170
chr13	50529440	50529641	13.497672	2.34336711036789	299	50529550	50529499.0	50529650.0	Cardiac	50529550
chr6	7425079	7425245	6.139161	1.0229110137931	290	7425150	7425114.0	7425190.0	Cardiac	7425150
chr21	16194400	16194600	21.41218	1.93986706574394	289	16194490	16194430.0	16194530.0	Cardiac	16194490
chr5	72314935	72315082	5.458561	1.62804953546099	282	72315010	72314990.0	72315030.0	Cardiac	72315010
chr12	1936520	1936724	12.1130868	2.00180671684588	279	1936630	1936570.0	1936670.0	Cardiac	1936630
chr1	35808941	35809160	1.229406	0.584877838129496	278	35809050	35808950.0	35809110.0	Cardiac	35809050
chr17	69434200	69434436	17.850297	1.57370610545455	275	69434310	69434250.0	69434410.0	Cardiac	69434310
chr1	111920318	111920532	1.504514	1.71732177372263	274	111920420	111920370.0	111920470.0	Cardiac	111920420
chr7	20407856	20408140	7.215203	2.02002160661765	272	20407990	20407870.0	20408110.0	Cardiac	20407990
chr20	15475560	15475741	20.316214	1.05983998778626	262	15475650	15475630.0	15475690.0	Cardiac	15475650
chr3	169264820	169265000	3.868256	1.93643032298851	261	169264910	169264890.0	169264950.0	Cardiac	169264910
chr6	34709440	34709664	6.282869	1.80699128735632	261	34709550	34709510.0	34709640.0	Cardiac	34709550
chr1	3171140	3171340	1.1114519	1.48485151162791	258	3171250	3171178.0	3171290.0	Cardiac	3171250
chr1	226110280	226110500	1.91727	1.74823832684825	257	226110390	226110330.0	226110430.0	Cardiac	226110390
chr2	69799192	69799422	2.359416	2.56868974708171	257	69799310	69799250.0	69799370.0	Cardiac	69799310
chr2	26772457	26772660	2.1994774	2.84254248046875	256	26772550	26772510.0	26772602.0	Cardiac	26772550
chr9	96618303	96618542	9.728213	1.16291156126482	253	96618430	96618370.0	96618650.0	Cardiac	96618430
chr2	214481317	214481520	2.896911	1.2793149798419	253	214481410	214481330.0	214481450.0	Cardiac	214481410
chr19	11189777	11189967	19.271691	2.60575375	252	11189870	11189830.0	11189910.0	Cardiac	11189870
chr17	9972119	9972282	17.207758	1.39545043650794	252	9972200	9972190.0	9972224.0	Cardiac	9972200
chr8	274338	274581	8.1016989	1.51732128835341	249	274450	274350.0	274550.0	Cardiac	274450
chr12	75784659	75784862	12.6116995	1.86600444939271	247	75784750	75784710.0	75784850.0	Cardiac	75784750
chr6	111534520	111534701	6.687653	1.94493041056911	246	111534610	111534532.0	111534650.0	Cardiac	111534610
chr7	74477898	74478103	7.5205667	2.65544619105691	246	74478010	74477930.0	74478050.0	Cardiac	74478010
chr14	91509120	91509360	14.869133	0.631546530612245	245	91509230	91509132.0	91509330.0	Cardiac	91509230
chr3	194323872	194324100	3.981951	3.0894220122449	245	194323970	194323892.0	194324050.0	Cardiac	194323970
chr18	59514359	59514571	18.766289	2.19701472540984	244	59514470	59514390.0	59514510.0	Cardiac	59514470
chr1	218304718	218304882	1.8890787	2.43269814344262	244	218304810	218304770.0	218304830.0	Cardiac	218304810
chr19	13847027	13847243	19.312323	3.80827390416667	240	13847130	13847070.0	13847190.0	Cardiac	13847130
chr6	82206070	82206289	6.533164	1.10568653138075	239	82206190	82206070.0	82206250.0	Cardiac	82206190
chr18	50425220	50425449	18.664505	2.44994543933054	239	50425330	50425270.0	50425390.0	Cardiac	50425330
chr16	1272000	1272195	16.112763	1.27642884937238	239	1272090	1272050.0	1272151.0	Cardiac	1272090
chr4	122700275	122700462	4.680519	1.51168540336134	238	122700370	122700330.0	122700410.0	Cardiac	122700370
chr1	206416580	206416799	1.846097	2.40266816033755	237	206416690	206416610.0	206416750.0	Cardiac	206416690
chr4	185143621	185143845	4.975975	0.917993181434599	237	185143730	185143690.0	185143850.0	Cardiac	185143730
chr7	138226149	138226340	7.880585	2.05985025847458	236	138226250	138226190.0	138226270.0	Cardiac	138226250
chr3	42490360	42490580	3.2928499	2.34757258297872	235	42490470	42490410.0	42490513.0	Cardiac	42490470
chr2	32064374	32064621	2.2191589	0.460703522649573	234	32064510	32064417.0	32064590.0	Cardiac	32064510
chr7	119783900	119784080	7.776363	0.843367449145299	234	119783990	119783970.0	119784010.0	Cardiac	119783990
chr4	109729355	109729600	4.6191711	0.546042871794872	234	109729490	109729370.0	109729554.0	Cardiac	109729490
chr2	47357600	47357780	2.276053	1.64640156652361	233	47357690	47357670.0	47357710.0	Cardiac	47357690
chr5	173452189	173452391	5.959815	3.02129140343348	233	173452290	173452250.0	173452350.0	Cardiac	173452290
chr3	71658192	71658408	3.425313	2.36600164377682	233	71658310	71658250.0	71658370.0	Cardiac	71658310
chr14	58533500	58533720	14.59189	1.21381623090129	233	58533610	58533570.0	58533674.0	Cardiac	58533610
chr21	41207800	41208000	21.89384	1.07363553648069	233	41207910	41207850.0	41207950.0	Cardiac	41207910
chr2	12493100	12493362	2.146435	2.91859219480519	231	12493230	12493150.0	12493310.0	Cardiac	12493230
chr17	68474400	68474582	17.83998	2.99617202597403	231	68474510	68474470.0	68474530.0	Cardiac	68474510
chr2	56474840	56475039	2.309879	1.15124044347826	230	56474930	56474890.0	56474990.0	Cardiac	56474930
chr8	128091151	128091400	8.8941766	1.5115031	230	128091270	128091165.0	128091350.0	Cardiac	128091270
chr6	69974320	69974504	6.468656	1.23779705570175	228	69974410	69974390.0	69974450.0	Cardiac	69974410
chr10	70508978	70509194	10.574086	1.58679722807018	228	70509070	70509010.0	70509250.0	Cardiac	70509070
chr13	80141240	80141460	13.73067	2.06839948245614	228	80141350	80141270.0	80141410.0	Cardiac	80141350
chr11	100980287	100980447	11.77275	0.557746291666667	228	100980370	100980350.0	100980390.0	Cardiac	100980370
chr20	44105220	44105406	20.715813	1.92064101754386	228	44105330	44105290.0	44105350.0	Cardiac	44105330
chr9	129069460	129069680	9.939169	3.81519297807018	228	129069570	129069530.0	129069630.0	Cardiac	129069570
