Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr17	1783947	1784221	17.119296	3.25028598072805	467	1784090	1783950.0	1784190.0	Musculoskeletal	1784090
chr19	14381100	14381347	19.320508	2.81569836805556	432	14381210	14381130.0	14381310.0	Musculoskeletal	14381210
chr14	30611115	30611280	14.35728	1.50352796933962	424	30611190	30611150.0	30611210.0	Musculoskeletal	30611190
chr2	69741260	69741507	2.3591699	1.56772887290168	417	69741390	69741330.0	69741510.0	Musculoskeletal	69741390
chr1	218345160	218345400	1.889241	2.71145260576923	416	218345290	218345230.0	218345330.0	Musculoskeletal	218345290
chr9	129483635	129483880	9.9418971	4.51058021204819	415	129483770	129483638.0	129483810.0	Musculoskeletal	129483770
chr13	40589740	40589940	13.419459	2.01063695679612	412	40589830	40589790.0	40589870.0	Musculoskeletal	40589830
chr2	241272777	241273020	2.9964548	1.31488014878049	410	241272890	241272830.0	241272970.0	Musculoskeletal	241272890
chr6	26087704	26087985	6.237466	1.39023981296758	401	26087850	26087710.0	26087930.0	Musculoskeletal	26087850
chr17	19728120	19728333	17.313355	2.77007156	400	19728230	19728190.0	19728270.0	Musculoskeletal	19728230
chr2	10497940	10498160	2.1390453	2.0724608925	400	10498050	10498030.0	10498090.0	Musculoskeletal	10498050
chr1	212488654	212488880	1.8680688	3.13342203535354	396	212488750	212488690.0	212488890.0	Musculoskeletal	212488750
chr11	35138999	35139200	11.334158	3.12493055905512	381	35139090	35139050.0	35139150.0	Musculoskeletal	35139090
chr17	74988180	74988425	17.910331	2.27006082058048	379	74988290	74988250.0	74988350.0	Musculoskeletal	74988290
chr11	63536748	63536960	11.523329	1.13542048670213	376	63536850	63536810.0	63536930.0	Musculoskeletal	63536850
chr19	2270758	2270960	19.134906	2.43044253866667	375	2270850	2270810.0	2270890.0	Musculoskeletal	2270850
chr9	70080599	70080780	9.5556719	2.71158462069892	372	70080670	70080650.0	70080710.0	Musculoskeletal	70080670
chr2	42102080	42102322	2.2564532	2.63827533064516	372	42102210	42102150.0	42102290.0	Musculoskeletal	42102210
chr19	41298358	41298580	19.733873	2.84000194594595	370	41298470	41298430.0	41298490.0	Musculoskeletal	41298470
chr8	47525031	47525280	8.394681	2.98735795367847	367	47525150	47525110.0	47525210.0	Musculoskeletal	47525150
chr10	7269460	7269674	10.14876	2.23712316666667	366	7269570	7269530.0	7269610.0	Musculoskeletal	7269570
chr10	101001460	101001641	10.7792764	3.52197419398907	366	101001550	101001530.0	101001590.0	Musculoskeletal	101001550
chr18	23192403	23192620	18.359745	2.06277707123288	365	23192510	23192410.0	23192550.0	Musculoskeletal	23192510
chr6	87944719	87944902	6.563357	1.52445830521978	364	87944810	87944750.0	87944850.0	Musculoskeletal	87944810
chr1	11731800	11732024	1.142372	1.97926045730028	363	11731930	11731830.0	11731990.0	Musculoskeletal	11731930
chr20	11917760	11917941	20.266423	1.83201687265193	362	11917850	11917810.0	11917890.0	Musculoskeletal	11917850
chr10	5234219	5234400	10.135095	1.94739335635359	362	5234310	5234270.0	5234330.0	Musculoskeletal	5234310
chr3	66442420	66442636	3.401626	2.35797266666667	360	66442530	66442430.0	66442610.0	Musculoskeletal	66442530
chr7	143279460	143279680	7.909098	2.33998425	360	143279570	143279530.0	143279610.0	Musculoskeletal	143279570
chr12	31370080	31370300	12.3118719	1.67068809470752	359	31370190	31370130.0	31370250.0	Musculoskeletal	31370190
chr21	37071894	37072128	21.814311	1.51274417877095	358	37072010	37071970.0	37072090.0	Musculoskeletal	37072010
chr10	63115860	63116049	10.524463	3.28375262184874	357	63115950	63115910.0	63115990.0	Musculoskeletal	63115950
chr5	171421056	171421240	5.949734	3.47071554341737	357	171421130	171421070.0	171421170.0	Musculoskeletal	171421130
chr3	141686820	141687140	3.743112	1.65817484593838	357	141686950	141686870.0	141687130.0	Musculoskeletal	141686950
chr3	54988760	54988957	3.3496469	2.80109014016854	356	54988850	54988830.0	54988890.0	Musculoskeletal	54988850
chr11	110377118	110377281	11.83535	1.5654373971831	355	110377210	110377150.0	110377230.0	Musculoskeletal	110377210
chr8	130491618	130491860	8.909073	2.74036810704225	355	130491730	130491650.0	130491810.0	Musculoskeletal	130491730
chr6	36735180	36735440	6.2935616	2.66111638418079	354	36735310	36735230.0	36735410.0	Musculoskeletal	36735310
chr17	17044980	17045201	17.284402	2.12891447025496	353	17045090	17045046.0	17045150.0	Musculoskeletal	17045090
chr19	2983040	2983266	19.145951	3.54308133711048	353	2983150	2983070.0	2983230.0	Musculoskeletal	2983150
chr1	48470175	48470369	1.2751662	1.65367748579545	352	48470270	48470230.0	48470330.0	Musculoskeletal	48470270
chr2	126655786	126656140	2.5706632	1.91804833142857	350	126655950	126655810.0	126656110.0	Musculoskeletal	126655950
chr1	235048193	235048420	1.94961	2.87330536887608	347	235048310	235048210.0	235048370.0	Musculoskeletal	235048310
chr4	173121100	173121299	4.919069	0.847572021965318	346	173121210	173121150.0	173121270.0	Musculoskeletal	173121210
chr5	96963333	96963525	5.580755	1.89876873699422	346	96963430	96963390.0	96963490.0	Musculoskeletal	96963430
chr1	203278520	203278906	1.834706	2.83293330635838	346	203278690	203278550.0	203278850.0	Musculoskeletal	203278690
chr2	28683220	28683400	2.2065757	2.75515146956522	345	28683310	28683290.0	28683350.0	Musculoskeletal	28683310
chr17	81472120	81472320	17.980481	3.46887026453488	344	81472210	81472190.0	81472250.0	Musculoskeletal	81472210
chr2	188788720	188788882	2.8014751	2.89111772594752	343	188788810	188788770.0	188788830.0	Musculoskeletal	188788810
chr17	21129140	21129309	17.32847	0.968862280701755	342	21129230	21129210.0	21129250.0	Musculoskeletal	21129230
chr6	25015257	25015464	6.231784	2.41859467251462	342	25015350	25015290.0	25015410.0	Musculoskeletal	25015350
chr17	47276919	47277087	17.611039	2.75510735190616	341	47276990	47276970.0	47277050.0	Musculoskeletal	47276990
chr2	122203560	122203845	2.554126	2.07617321407625	341	122203710	122203590.0	122203790.0	Musculoskeletal	122203710
chr11	76210617	76210823	11.607811	1.83587329912023	341	76210730	76210670.0	76210790.0	Musculoskeletal	76210730
chr4	41612660	41612846	4.296931	1.69419796480938	341	41612750	41612690.0	41612790.0	Musculoskeletal	41612750
chr11	118605556	118605760	11.890081	5.18564969794721	341	118605650	118605630.0	118605710.0	Musculoskeletal	118605650
chr21	35616229	35616402	21.786153	0.977793517647059	340	35616330	35616270.0	35616350.0	Musculoskeletal	35616330
chr11	111417800	111418041	11.842286	2.97839297617647	340	111417930	111417870.0	111417970.0	Musculoskeletal	111417930
chr14	26765769	26766000	14.324932	2.5787620619469	339	26765870	26765810.0	26765950.0	Musculoskeletal	26765870
chr2	64607117	64607320	2.3401461	3.64536363421829	339	64607210	64607179.0	64607250.0	Musculoskeletal	64607210
chr2	166417780	166417940	2.718348	0.736125545722714	339	166417850	166417850.0	166417870.0	Musculoskeletal	166417850
chr17	43591840	43592080	17.571181	3.07790278106509	338	43591950	43591870.0	43592010.0	Musculoskeletal	43591950
chr1	17569774	17570040	1.1634676	3.03326570710059	338	17569910	17569770.0	17569950.0	Musculoskeletal	17569910
chr2	100819042	100819269	2.4746473	1.84533113353116	337	100819150	100819078.0	100819250.0	Musculoskeletal	100819150
chr19	42396460	42396665	19.750626	1.58847369139466	337	42396570	42396490.0	42396630.0	Musculoskeletal	42396570
chr4	72526058	72526244	4.443188	1.88234552225519	337	72526150	72526110.0	72526190.0	Musculoskeletal	72526150
chr1	156815439	156815640	1.666786	2.33077596130952	336	156815530	156815490.0	156815582.0	Musculoskeletal	156815530
chr8	38703543	38703760	8.340072	2.60558124702381	336	38703650	38703586.0	38703710.0	Musculoskeletal	38703650
chr14	75400316	75400560	14.733794	2.60126705654762	336	75400430	75400370.0	75400510.0	Musculoskeletal	75400430
chr1	230917840	230918020	1.934649	0.935820032835821	335	230917930	230917910.0	230917950.0	Musculoskeletal	230917930
chr1	92934740	92934951	1.4358789	3.70310967462687	335	92934850	92934810.0	92934890.0	Musculoskeletal	92934850
chr11	353438	353640	11.102424	2.62955553592814	334	353530	353490.0	353590.0	Musculoskeletal	353530
chr7	148303400	148303567	7.937435	1.90800370628743	334	148303490	148303470.0	148303510.0	Musculoskeletal	148303490
chr21	16535080	16535300	21.418606	2.8071324251497	334	16535190	16535150.0	16535250.0	Musculoskeletal	16535190
chr8	122447480	122447664	8.859203	0.954567140718563	334	122447570	122447516.0	122447610.0	Musculoskeletal	122447570
chr19	18274931	18275140	19.380404	2.99317910179641	334	18275030	18274990.0	18275090.0	Musculoskeletal	18275030
chr7	4882420	4882643	7.1274916	1.95613435628743	334	4882530	4882436.0	4882590.0	Musculoskeletal	4882530
chr12	12505999	12506240	12.1844829	1.8243200960961	333	12506110	12506070.0	12506224.0	Musculoskeletal	12506110
chr2	45010025	45010342	2.26727	2.21092612951807	332	45010170	45010090.0	45010304.0	Musculoskeletal	45010170
chr1	93979804	93980180	1.439672	2.19216994277108	332	93979970	93979807.0	93980190.0	Musculoskeletal	93979970
chr6	169790640	169790884	6.994518	1.22500068072289	332	169790770	169790670.0	169790850.0	Musculoskeletal	169790770
chr2	235639434	235639623	2.9755668	3.20007521084337	332	235639530	235639496.0	235639550.0	Musculoskeletal	235639530
chr13	25753260	25753460	13.3026758	2.51525892145015	331	25753370	25753330.0	25753410.0	Musculoskeletal	25753370
chr17	43315048	43315241	17.568207	1.94454603636364	330	43315150	43315130.0	43315210.0	Musculoskeletal	43315150
chr12	14775220	14775682	12.199861	1.2861667030303	330	14775430	14775210.0	14775630.0	Musculoskeletal	14775430
chr2	187554359	187554540	2.796879	1.7554555630303	330	187554450	187554410.0	187554490.0	Musculoskeletal	187554450
chr12	106342995	106343182	12.8180766	1.9406748449848	329	106343090	106343050.0	106343110.0	Musculoskeletal	106343090
chr3	49805535	49805722	3.326085	4.47079843161094	329	49805630	49805550.0	49805670.0	Musculoskeletal	49805630
chr9	134475458	134475640	9.974318	2.6380652006079	329	134475550	134475510.0	134475610.0	Musculoskeletal	134475550
chr8	26189176	26189380	8.2624686	2.40155822796353	329	26189270	26189210.0	26189330.0	Musculoskeletal	26189270
chr16	75591240	75591450	16.852957	2.48726011550152	329	75591350	75591290.0	75591390.0	Musculoskeletal	75591350
chr7	94295920	94296120	7.632461	2.38469170212766	329	94296030	94295970.0	94296090.0	Musculoskeletal	94296030
chr8	26608740	26608980	8.265099	3.54259777203647	329	26608850	26608794.0	26608890.0	Musculoskeletal	26608850
chr6	138493522	138493723	6.8296766	1.69816315243902	328	138493630	138493570.0	138493670.0	Musculoskeletal	138493630
chr12	91111431	91111667	12.715226	2.64405779268293	328	91111550	91111490.0	91111630.0	Musculoskeletal	91111550
chr10	73077017	73077181	10.591466	2.34670919817073	328	73077090	73077050.0	73077130.0	Musculoskeletal	73077090
chr9	127186499	127186761	9.926933	4.56852222324159	327	127186650	127186550.0	127186690.0	Musculoskeletal	127186650
chr12	49187320	49187560	12.432152	1.67374865137615	327	49187450	49187350.0	49187490.0	Musculoskeletal	49187450
chr16	53080640	53080940	16.628867	3.43142020275229	327	53080790	53080670.0	53080910.0	Musculoskeletal	53080790
chr8	33309780	33309961	8.30655	1.96950029969419	327	33309870	33309850.0	33309910.0	Musculoskeletal	33309870
chr14	103334737	103334922	14.968656	1.56558387423313	326	103334830	103334752.0	103334890.0	Musculoskeletal	103334830
chr7	116354216	116354436	7.75702	4.93151552760736	326	116354310	116354270.0	116354350.0	Musculoskeletal	116354310
