Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr3	169763038	169763205	3.8704719	2.8674567890625	512	169763110	169763090.0	169763150.0	Primitive / embryonic	169763110
chr3	196837960	196838140	3.9933656	1.25304509722222	504	196838050	196838010.0	196838070.0	Primitive / embryonic	196838050
chr11	86193600	86193780	11.6742774	2.666504288	500	86193690	86193650.0	86193710.0	Primitive / embryonic	86193690
chr1	225845876	225846042	1.9163415	1.94614696793587	499	225845950	225845930.0	225845970.0	Primitive / embryonic	225845950
chr1	70685418	70685594	1.355466	1.23855855645161	496	70685490	70685470.0	70685522.0	Primitive / embryonic	70685490
chr11	102390787	102390960	11.782213	1.29591625656566	495	102390870	102390850.0	102390890.0	Primitive / embryonic	102390870
chr1	54081740	54081907	1.295456	1.64720094747475	495	54081830	54081790.0	54081850.0	Primitive / embryonic	54081830
chr12	113153320	113153540	12.8640745	1.84191762348178	494	113153430	113153390.0	113153470.0	Primitive / embryonic	113153430
chr19	45883458	45883622	19.804184	3.70698953846154	494	45883530	45883510.0	45883550.0	Primitive / embryonic	45883530
chr12	44948819	44949000	12.403491	2.03084507489879	494	44948890	44948850.0	44948930.0	Primitive / embryonic	44948890
chr2	169141860	169142022	2.7284567	1.06024348681542	493	169141950	169141930.0	169141970.0	Primitive / embryonic	169141950
chr16	67465874	67466040	16.772025	2.57680672560976	492	67465950	67465930.0	67465990.0	Primitive / embryonic	67465950
chr13	46554580	46554804	13.466444	2.42981394105691	492	46554690	46554610.0	46554750.0	Primitive / embryonic	46554690
chr2	25228867	25229040	2.1937653	2.13838942886179	492	25228950	25228930.0	25228970.0	Primitive / embryonic	25228950
chr10	47775922	47776100	10.421282	0.99020556496945	491	47776010	47775990.0	47776050.0	Primitive / embryonic	47776010
chr13	51896400	51896561	13.508466	1.07187495102041	490	51896470	51896450.0	51896506.0	Primitive / embryonic	51896470
chr10	3043639	3043804	10.120475	1.89901433265306	490	3043730	3043690.0	3043750.0	Primitive / embryonic	3043730
chr1	109619640	109619840	1.4962476	2.47423219183673	490	109619730	109619670.0	109619790.0	Primitive / embryonic	109619730
chr8	72944100	72944275	8.552278	1.0395646605317	489	72944190	72944170.0	72944210.0	Primitive / embryonic	72944190
chr8	100144037	100144181	8.720892	1.99260824180328	488	100144110	100144090.0	100144150.0	Primitive / embryonic	100144110
chr14	22900300	22900480	14.292626	1.89588001848049	487	22900390	22900350.0	22900410.0	Primitive / embryonic	22900390
chr9	97399215	97399380	9.733289	1.85671369815195	487	97399310	97399230.0	97399330.0	Primitive / embryonic	97399310
chr1	6343552	6343725	1.122876	2.44902031211499	487	6343630	6343610.0	6343730.0	Primitive / embryonic	6343630
chr11	13210459	13210622	11.188134	1.65213314373717	487	13210550	13210530.0	13210550.0	Primitive / embryonic	13210550
chr1	31162780	31162960	1.212631	2.29765454209446	487	31162870	31162850.0	31162890.0	Primitive / embryonic	31162870
chr7	901532	901764	7.105073	2.87643987268994	487	901650	901590.0	901710.0	Primitive / embryonic	901650
chr22	20418260	20418441	22.461225	2.35967596714579	487	20418350	20418310.0	20418390.0	Primitive / embryonic	20418350
chr19	11530539	11530726	19.27692	2.84109742299795	487	11530630	11530610.0	11530650.0	Primitive / embryonic	11530630
chr7	105652463	105652640	7.696541	1.71741754115226	486	105652550	105652530.0	105652570.0	Primitive / embryonic	105652550
chr11	64723140	64723323	11.5312759	2.86035630309278	485	64723230	64723210.0	64723250.0	Primitive / embryonic	64723230
chr12	14256640	14256803	12.1962634	2.99827178969072	485	14256710	14256710.0	14256730.0	Primitive / embryonic	14256710
chr20	40160199	40160360	20.66049	0.986004983505155	485	40160270	40160250.0	40160310.0	Primitive / embryonic	40160270
chr10	68208538	68208720	10.558666	1.70038186804124	485	68208630	68208610.0	68208650.0	Primitive / embryonic	68208630
chr4	143774099	143774273	4.780233	1.0688562107438	484	143774170	143774150.0	143774210.0	Primitive / embryonic	143774170
chr12	47949540	47949720	12.4238	1.91810869008264	484	47949630	47949610.0	47949668.0	Primitive / embryonic	47949630
chr6	37208100	37208280	6.2960667	2.55226413664596	483	37208210	37208190.0	37208210.0	Primitive / embryonic	37208210
chr1	157505760	157505940	1.669286	1.2417603436853	483	157505850	157505810.0	157505870.0	Primitive / embryonic	157505850
chr6	158214280	158214450	6.933555	2.03035695643154	482	158214370	158214350.0	158214390.0	Primitive / embryonic	158214370
chr12	51993219	51993381	12.451095	2.41499082780083	482	51993290	51993270.0	51993350.0	Primitive / embryonic	51993290
chr12	3034237	3034401	12.120499	1.52787179875519	482	3034330	3034290.0	3034350.0	Primitive / embryonic	3034330
chr2	199985720	199985900	2.843141	1.74103015145228	482	199985810	199985790.0	199985830.0	Primitive / embryonic	199985810
chr15	84878608	84878783	15.848867	1.07855941164241	481	84878710	84878670.0	84878730.0	Primitive / embryonic	84878710
chr1	182786776	182786960	1.760691	1.52243628690229	481	182786850	182786830.0	182786870.0	Primitive / embryonic	182786850
chr19	39187320	39187482	19.701234	1.46829273804574	481	39187410	39187390.0	39187430.0	Primitive / embryonic	39187410
chr14	30375396	30375580	14.355305	0.94598189375	480	30375490	30375470.0	30375510.0	Primitive / embryonic	30375490
chr3	48158180	48158342	3.318652	1.21819586666667	480	48158270	48158250.0	48158290.0	Primitive / embryonic	48158270
chr6	138590980	138591142	6.830224	1.69403041041667	480	138591070	138591050.0	138591090.0	Primitive / embryonic	138591070
chr17	50362086	50362260	17.64436	1.73967088308977	479	50362170	50362150.0	50362190.0	Primitive / embryonic	50362170
chr3	11155497	11155680	3.150698	1.75655334029228	479	11155590	11155550.0	11155610.0	Primitive / embryonic	11155590
chr11	122215459	122215663	11.91412	3.42044153444676	479	122215570	122215430.0	122215610.0	Primitive / embryonic	122215570
chr20	45629579	45629760	20.737046	1.03707504384134	479	45629670	45629630.0	45629710.0	Primitive / embryonic	45629670
chr12	95623714	95623886	12.745675	2.7015684497908	478	95623790	95623730.0	95623850.0	Primitive / embryonic	95623790
chr19	45507320	45507520	19.798324	3.76893970083682	478	45507430	45507390.0	45507450.0	Primitive / embryonic	45507430
chr20	44388580	44388760	20.71946	1.62850485774059	478	44388670	44388630.0	44388710.0	Primitive / embryonic	44388670
chr17	61416899	61417081	17.76386	4.28948845606695	478	61416990	61416970.0	61417050.0	Primitive / embryonic	61416990
chr9	129726739	129726940	9.9434846	2.1065989789916	476	129726830	129726770.0	129726890.0	Primitive / embryonic	129726830
chr10	68550879	68551046	10.56096	2.08469930252101	476	68550950	68550950.0	68550990.0	Primitive / embryonic	68550950
chr1	145977611	145977780	1.6276446	3.36577543697479	476	145977690	145977670.0	145977712.0	Primitive / embryonic	145977690
chr3	45210620	45210797	3.305227	2.09795620421053	475	45210710	45210670.0	45210730.0	Primitive / embryonic	45210710
chr22	22422757	22422920	22.49671	1.57467724842105	475	22422830	22422810.0	22422890.0	Primitive / embryonic	22422830
chr4	118888725	118888941	4.662498	1.9396764	475	118888830	118888790.0	118888910.0	Primitive / embryonic	118888830
chr13	91134336	91134500	13.816977	1.27117517957895	475	91134410	91134390.0	91134430.0	Primitive / embryonic	91134410
chr19	13846599	13846843	19.312317	6.07829811368421	475	13846710	13846670.0	13846790.0	Primitive / embryonic	13846710
chr12	47759079	47759264	12.4224888	2.60489788818565	474	47759170	47759110.0	47759210.0	Primitive / embryonic	47759170
chr3	130759840	130760020	3.69347	1.45729979535865	474	130759930	130759910.0	130759950.0	Primitive / embryonic	130759930
chr9	133180000	133180200	9.965884	1.78591461814346	474	133180110	133180070.0	133180110.0	Primitive / embryonic	133180110
chr20	51966420	51966584	20.82544	1.69740997890295	474	51966510	51966490.0	51966530.0	Primitive / embryonic	51966510
chr20	53869872	53870041	20.851915	4.15717925316456	474	53869950	53869930.0	53869970.0	Primitive / embryonic	53869950
chr20	63553370	63553703	20.987175	2.8020160422833	473	63553530	63553390.0	63553650.0	Primitive / embryonic	63553530
chr21	45880500	45880678	21.983725	1.7876831564482	473	45880590	45880570.0	45880610.0	Primitive / embryonic	45880590
chr5	176536580	176536761	5.9751633	2.6190045243129	473	176536670	176536650.0	176536710.0	Primitive / embryonic	176536670
chr12	114625300	114625480	12.87394	1.08473162367865	473	114625390	114625364.0	114625510.0	Primitive / embryonic	114625390
chr15	66619260	66619424	15.687753	1.6773135179704	473	66619350	66619330.0	66619390.0	Primitive / embryonic	66619350
chr7	73734780	73735000	7.516358	3.94344425211864	472	73734890	73734870.0	73734994.0	Primitive / embryonic	73734890
chr7	19982940	19983120	7.21272	1.2302278684322	472	19983030	19983006.0	19983050.0	Primitive / embryonic	19983030
chr1	150255470	150255654	1.643084	2.68540166029724	471	150255550	150255550.0	150255590.0	Primitive / embryonic	150255550
chr4	145557740	145557940	4.7886636	1.32829952866242	471	145557850	145557830.0	145557910.0	Primitive / embryonic	145557850
chr2	9770480	9770680	2.136318	1.87458812738853	471	9770570	9770550.0	9770610.0	Primitive / embryonic	9770570
chr11	10307840	10308240	11.168775	4.19316116985138	471	10308050	10307898.0	10308170.0	Primitive / embryonic	10308050
chr12	48795909	48796094	12.429537	2.17484464543524	471	48796010	48795990.0	48796030.0	Primitive / embryonic	48796010
chr10	30002508	30002680	10.30183	1.8488215329087	471	30002610	30002570.0	30002610.0	Primitive / embryonic	30002610
chr2	30208500	30208662	2.21227	1.81740809787234	470	30208590	30208550.0	30208630.0	Primitive / embryonic	30208590
chr17	50626220	50626400	17.647108	1.98133312340426	470	50626310	50626290.0	50626316.0	Primitive / embryonic	50626310
chr15	40859220	40859420	15.460549	2.28767947234043	470	40859330	40859310.0	40859350.0	Primitive / embryonic	40859330
chr17	42937820	42937991	17.56424	1.17232585531915	470	42937910	42937890.0	42937930.0	Primitive / embryonic	42937910
chr7	38368220	38368400	7.316603	2.0981947893617	470	38368310	38368270.0	38368350.0	Primitive / embryonic	38368310
chr19	10250172	10250340	19.25728	3.16334972707889	469	10250270	10250230.0	10250290.0	Primitive / embryonic	10250270
chr6	106997700	106997873	6.663706	1.23428734754797	469	106997790	106997770.0	106997810.0	Primitive / embryonic	106997790
chr9	34612898	34613059	9.3250766	2.31243271215352	469	34612970	34612910.0	34612990.0	Primitive / embryonic	34612970
chr19	10416637	10416860	19.260011	4.31092367377399	469	10416750	10416690.0	10416830.0	Primitive / embryonic	10416750
chr16	46908940	46909102	16.567352	1.48914238461538	468	46909050	46909010.0	46909050.0	Primitive / embryonic	46909050
chr19	47013040	47013253	19.82157	1.73724416452991	468	47013150	47013110.0	47013170.0	Primitive / embryonic	47013150
chr5	149564820	149565001	5.841458	2.44427655769231	468	149564910	149564890.0	149564950.0	Primitive / embryonic	149564910
chr20	63973938	63974102	20.993091	3.17686441880342	468	63974030	63973990.0	63974070.0	Primitive / embryonic	63974030
chr17	50550932	50551109	17.64637	2.84673230769231	468	50551010	50550990.0	50551030.0	Primitive / embryonic	50551010
chr1	42765999	42766181	1.254545	1.78792722698073	467	42766090	42766050.0	42766130.0	Primitive / embryonic	42766090
chr15	50885940	50886101	15.54893	3.06322923340471	467	50886030	50885990.0	50886050.0	Primitive / embryonic	50886030
chr1	157490660	157490841	1.6692556	1.26928883511777	467	157490770	157490710.0	157490790.0	Primitive / embryonic	157490770
chr22	30391200	30391380	22.637931	2.18300334047109	467	30391290	30391270.0	30391330.0	Primitive / embryonic	30391290
chr8	123065680	123065860	8.863087	1.75972097216274	467	123065770	123065730.0	123065790.0	Primitive / embryonic	123065770
chr2	207746160	207746340	2.871965	1.6403444732334	467	207746250	207746230.0	207746270.0	Primitive / embryonic	207746250
chr12	79547978	79548142	12.637168	1.79096284796574	467	79548050	79548010.0	79548130.0	Primitive / embryonic	79548050
chr11	63767500	63767742	11.5248864	1.87363181798715	467	63767630	63767570.0	63767730.0	Primitive / embryonic	63767630
chr4	183398720	183398920	4.9677668	1.58268659957173	467	183398830	183398770.0	183398850.0	Primitive / embryonic	183398830
chr3	70120490	70120660	3.418325	1.26331778969957	466	70120570	70120550.0	70120590.0	Primitive / embryonic	70120570
chr10	125161040	125161240	10.9416935	3.32718427896996	466	125161150	125161090.0	125161190.0	Primitive / embryonic	125161150
chr21	43939158	43939340	21.946325	2.27475543133047	466	43939230	43939210.0	43939270.0	Primitive / embryonic	43939230
chr9	114487709	114487880	9.844356	1.78839240987124	466	114487770	114487770.0	114487790.0	Primitive / embryonic	114487770
chr1	27608737	27608900	1.1998491	2.61542611802575	466	27608810	27608770.0	27608810.0	Primitive / embryonic	27608810
chr19	19366900	19367100	19.39713	2.51218763948498	466	19367010	19366950.0	19367030.0	Primitive / embryonic	19367010
chr7	100799579	100799740	7.669206	1.29438630686695	466	100799650	100799630.0	100799670.0	Primitive / embryonic	100799650
chr17	46942633	46942802	17.607374	1.62506774892704	466	46942710	46942710.0	46942730.0	Primitive / embryonic	46942710
chr17	78352831	78353200	17.946781	4.1534740193133	466	78353010	78352870.0	78353166.0	Primitive / embryonic	78353010
chr20	3768697	3768904	20.152521	2.35525758369099	466	3768790	3768710.0	3768910.0	Primitive / embryonic	3768790
chr20	61120720	61120904	20.953173	1.35004206223176	466	61120810	61120770.0	61120850.0	Primitive / embryonic	61120810
chr11	66834339	66834501	11.545296	1.6640023655914	465	66834430	66834410.0	66834450.0	Primitive / embryonic	66834430
chr22	43883162	43883343	22.876566	1.5517741483871	465	43883270	43883190.0	43883310.0	Primitive / embryonic	43883270
chr1	226333480	226333661	1.918138	1.96449611397849	465	226333570	226333550.0	226333590.0	Primitive / embryonic	226333570
chr3	49007814	49008040	3.322509	3.48214515268817	465	49007930	49007890.0	49007970.0	Primitive / embryonic	49007930
chr15	100918099	100918280	15.990326	1.99534852043011	465	100918190	100918150.0	100918230.0	Primitive / embryonic	100918190
chr18	63323100	63323261	18.808796	2.04771291612903	465	63323190	63323150.0	63323210.0	Primitive / embryonic	63323190
chr19	47210798	47210980	19.82452	2.65608524353448	464	47210890	47210850.0	47210910.0	Primitive / embryonic	47210890
chr20	62010943	62011120	20.9657	1.07130592887931	464	62011030	62011010.0	62011050.0	Primitive / embryonic	62011030
chr15	58070920	58071081	15.612475	1.18816609482759	464	58071010	58070990.0	58071030.0	Primitive / embryonic	58071010
