Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr2	202831638	202831820	2.853673	1.3017661	480	202831730	202831690.0	202831810.0	Lymphoid	202831730
chr16	56514020	56514200	16.662977	1.38678993263158	475	56514110	56514090.0	56514150.0	Lymphoid	56514110
chr18	23131834	23132000	18.359052	2.46759017758985	473	23131910	23131870.0	23131910.0	Lymphoid	23131910
chr3	23805880	23806062	3.208091	1.98333182515991	469	23805970	23805944.0	23806010.0	Lymphoid	23805970
chr12	30847319	30847480	12.3082853	1.51986904347826	460	30847390	30847370.0	30847410.0	Lymphoid	30847390
chr4	121726760	121726940	4.675903	1.40789379431072	457	121726850	121726830.0	121726890.0	Lymphoid	121726850
chr2	200862600	200862800	2.8463523	1.57295764989059	457	200862710	200862650.0	200862770.0	Lymphoid	200862710
chr19	18000980	18001200	19.37627	3.93979319298246	456	18001090	18001050.0	18001150.0	Lymphoid	18001090
chr11	73351300	73351480	11.588693	1.76896907032967	455	73351390	73351370.0	73351410.0	Lymphoid	73351390
chr22	29625680	29625862	22.624111	1.79146529735683	454	29625770	29625750.0	29625810.0	Lymphoid	29625770
chr12	57111298	57111480	12.4856743	3.57661169042316	449	57111390	57111350.0	57111430.0	Lymphoid	57111390
chr15	81155720	81155897	15.816121	1.20553644966443	447	81155810	81155770.0	81155830.0	Lymphoid	81155810
chr14	63770299	63770460	14.63598	1.11871538565022	446	63770370	63770350.0	63770410.0	Lymphoid	63770370
chr1	39799296	39799469	1.243788	3.3076302264574	446	39799390	39799350.0	39799410.0	Lymphoid	39799390
chr7	92691635	92691803	7.623374	1.62378707692308	442	92691710	92691710.0	92691750.0	Lymphoid	92691710
chr1	152460361	152460524	1.651073	1.65999409049774	442	152460450	152460390.0	152460470.0	Lymphoid	152460450
chr14	103572130	103572286	14.9706756	1.98758922850679	442	103572210	103572190.0	103572230.0	Lymphoid	103572210
chr1	90579300	90579500	1.427372	0.671448959183673	441	90579410	90579370.0	90579430.0	Lymphoid	90579410
chr15	83000480	83000661	15.832346	1.37882936961451	441	83000570	83000510.0	83000590.0	Lymphoid	83000570
chr16	69124060	69124240	16.788586	1.90082675510204	441	69124150	69124150.0	69124170.0	Lymphoid	69124150
chr3	158791400	158791580	3.820734	1.97952702954545	440	158791490	158791470.0	158791510.0	Lymphoid	158791490
chr10	99246837	99247000	10.76744	1.08813677954545	440	99246930	99246910.0	99246930.0	Lymphoid	99246930
chr2	86764820	86765000	2.422437	0.962848612756264	439	86764910	86764850.0	86764930.0	Lymphoid	86764910
chr18	63131220	63131400	18.806648	1.29002703644647	439	63131310	63131270.0	63131330.0	Lymphoid	63131310
chr15	76235325	76235500	15.77271	0.864867129840547	439	76235410	76235390.0	76235431.0	Lymphoid	76235410
chr9	21235840	21236020	9.238083	0.906052194063927	438	21235930	21235910.0	21235950.0	Lymphoid	21235930
chr22	20784360	20784540	22.467789	1.32067671624714	437	20784450	20784430.0	20784470.0	Lymphoid	20784450
chr16	4548857	4549022	16.145438	1.61623338215103	437	4548950	4548930.0	4548970.0	Lymphoid	4548950
chr2	55168660	55168821	2.30505	1.8178094805492	437	55168750	55168710.0	55168770.0	Lymphoid	55168750
chr6	35737613	35737781	6.288313	2.52206702517162	437	35737710	35737689.0	35737712.0	Lymphoid	35737710
chr2	121718817	121718980	2.5523	1.5945496146789	436	121718910	121718890.0	121718910.0	Lymphoid	121718910
chr1	201507093	201507280	1.8283667	2.9370064	435	201507190	201507150.0	201507210.0	Lymphoid	201507190
chr12	76037200	76037372	12.613463	2.47271423218391	435	76037290	76037270.0	76037313.0	Lymphoid	76037290
chr1	43991496	43991765	1.259014	2.2366892137931	435	43991610	43991550.0	43991670.0	Lymphoid	43991610
chr11	27499220	27499377	11.283294	1.33684893333333	435	27499290	27499270.0	27499322.0	Lymphoid	27499290
chr10	132453118	132453337	10.990841	2.56469549425287	435	132453230	132453170.0	132453310.0	Lymphoid	132453230
chr10	97407269	97407440	10.754941	2.38716382528736	435	97407350	97407330.0	97407410.0	Lymphoid	97407350
chr12	116236279	116236444	12.884862	1.29399433870968	434	116236360	116236330.0	116236390.0	Lymphoid	116236360
chr1	52552180	52552419	1.2899709	1.43383703225806	434	52552310	52552230.0	52552390.0	Lymphoid	52552310
chr2	202034006	202034201	2.850741	2.28887544700461	434	202034110	202034070.0	202034150.0	Lymphoid	202034110
chr10	22340280	22340480	10.250186	3.12511446189376	433	22340370	22340350.0	22340450.0	Lymphoid	22340370
chr1	161013837	161014060	1.682035	5.0874464361949	431	161013950	161013850.0	161014035.0	Lymphoid	161013950
chr4	76430880	76431060	4.461668	1.21742497447796	431	76430970	76430950.0	76430990.0	Lymphoid	76430970
chr10	88934917	88935100	10.698081	1.82734035730858	431	88935010	88934990.0	88935030.0	Lymphoid	88935010
chr10	21953636	21953831	10.247493	1.04386388399072	431	21953730	21953670.0	21953770.0	Lymphoid	21953730
chr5	65927699	65927882	5.426926	1.25285118561485	431	65927790	65927730.0	65927810.0	Lymphoid	65927790
chr4	177339859	177340021	4.939068	0.812061706976744	430	177339950	177339890.0	177339970.0	Lymphoid	177339950
chr8	123220700	123220880	8.864076	1.29651872790698	430	123220790	123220770.0	123220810.0	Lymphoid	123220790
chr4	155787200	155787392	4.837099	1.23319754418605	430	155787290	155787270.0	155787330.0	Lymphoid	155787290
chr13	99269720	99269882	13.881151	1.47262937209302	430	99269810	99269790.0	99269830.0	Lymphoid	99269810
chr11	10323040	10323240	11.1688759	2.85633486511628	430	10323150	10323070.0	10323190.0	Lymphoid	10323150
chr12	116708998	116709180	12.887939	1.70295691395349	430	116709090	116709050.0	116709130.0	Lymphoid	116709090
chr13	48304440	48304719	13.480192	1.3077298744186	430	48304570	48304490.0	48304710.0	Lymphoid	48304570
chr1	161382220	161382402	1.683314	1.53560499302326	430	161382330	161382310.0	161382350.0	Lymphoid	161382330
chr16	57168080	57168260	16.669453	1.87429818414918	429	57168170	57168150.0	57168190.0	Lymphoid	57168170
chr7	18321080	18321244	7.203444	0.925792666666667	429	18321170	18321150.0	18321190.0	Lymphoid	18321170
chr2	226802600	226802780	2.942759	2.81894320745921	429	226802690	226802670.0	226802730.0	Lymphoid	226802690
chr4	39695780	39695980	4.2878611	1.53589202570093	428	39695890	39695870.0	39695910.0	Lymphoid	39695890
chr5	54944360	54944540	5.372452	0.760477619158878	428	54944450	54944430.0	54944470.0	Lymphoid	54944450
chr1	117055428	117055614	1.523082	1.43674653504673	428	117055530	117055510.0	117055550.0	Lymphoid	117055530
chr8	65834679	65834845	8.508257	1.30131242056075	428	65834750	65834730.0	65834790.0	Lymphoid	65834750
chr3	151156740	151156917	3.78607	1.48002720327103	428	151156830	151156810.0	151156850.0	Lymphoid	151156830
chr4	37977840	37978040	4.2797688	1.6779244228972	428	37977950	37977890.0	37977990.0	Lymphoid	37977950
chr13	41652860	41653023	13.427835	1.29900895081967	427	41652950	41652923.0	41652970.0	Lymphoid	41652950
chr1	226739320	226739524	1.9195753	2.61983008899297	427	226739430	226739350.0	226739490.0	Lymphoid	226739430
chr12	8682180	8682342	12.1586751	1.84950279391101	427	8682250	8682230.0	8682290.0	Lymphoid	8682250
chr1	110766151	110766320	1.500387	1.16090177751756	427	110766230	110766210.0	110766250.0	Lymphoid	110766230
chr6	33314500	33314743	6.2754786	2.61056492037471	427	33314630	33314550.0	33314690.0	Lymphoid	33314630
chr19	10086160	10086364	19.254832	2.10658433255269	427	10086270	10086210.0	10086290.0	Lymphoid	10086270
chr12	93378620	93378901	12.730559	1.59116394131455	426	93378750	93378630.0	93378930.0	Lymphoid	93378750
chr15	81400755	81400940	15.818251	1.11859833568075	426	81400850	81400830.0	81400870.0	Lymphoid	81400850
chr18	21997720	21997916	18.346437	1.10232000704225	426	21997810	21997770.0	21997898.0	Lymphoid	21997810
chr4	83260640	83260800	4.493936	1.76861699530516	426	83260730	83260670.0	83260733.0	Lymphoid	83260730
chr9	76303060	76303220	9.596177	1.07847523239437	426	76303130	76303130.0	76303170.0	Lymphoid	76303130
chr12	47276919	47277124	12.4192853	2.43343176470588	425	47277010	47276930.0	47277090.0	Lymphoid	47277010
chr19	34270080	34270380	19.626062	2.76364780235294	425	34270230	34270110.0	34270350.0	Lymphoid	34270230
chr19	34430859	34431040	19.628374	1.18905536235294	425	34430950	34430910.0	34430970.0	Lymphoid	34430950
chr13	59678300	59678480	13.569686	1.19115903782506	423	59678390	59678370.0	59678410.0	Lymphoid	59678390
chr1	152461660	152461823	1.651079	1.34012854846336	423	152461750	152461730.0	152461770.0	Lymphoid	152461750
chr22	49936080	49936384	22.983846	3.96469404028436	422	49936230	49936110.0	49936390.0	Lymphoid	49936230
chr11	31487967	31488140	11.309867	1.03724230094787	422	31488050	31488030.0	31488070.0	Lymphoid	31488050
chr14	50260659	50260821	14.52246	0.712637976303317	422	50260750	50260720.0	50260770.0	Lymphoid	50260750
chr17	7455478	7455660	17.180608	2.99629322511848	422	7455570	7455530.0	7455610.0	Lymphoid	7455570
chr5	142867100	142867270	5.808303	1.74903928436019	422	142867190	142867150.0	142867210.0	Lymphoid	142867190
chr19	41836060	41836221	19.742121	1.05863418483412	422	41836150	41836110.0	41836170.0	Lymphoid	41836150
chr8	100150020	100150209	8.721004	1.87067777488152	422	100150110	100150090.0	100150170.0	Lymphoid	100150110
chr22	20299500	20299740	22.459304	2.35965312589074	421	20299610	20299590.0	20299660.0	Lymphoid	20299610
chr2	68908500	68908740	2.356106	3.79177081947743	421	68908610	68908570.0	68908670.0	Lymphoid	68908610
chr2	102449480	102449640	2.4807	0.898577232779097	421	102449570	102449550.0	102449580.0	Lymphoid	102449570
chr3	111669027	111669205	3.60685	1.31979397142857	420	111669130	111669090.0	111669150.0	Lymphoid	111669130
chr1	65215698	65215863	1.335684	1.28559778095238	420	65215790	65215750.0	65215810.0	Lymphoid	65215790
chr7	16982739	16982920	7.1958731	1.02567775894988	419	16982830	16982790.0	16982901.0	Lymphoid	16982830
chr6	154805380	154805543	6.915594	0.946910498806683	419	154805470	154805450.0	154805490.0	Lymphoid	154805470
chr2	55010188	55010400	2.304412	1.58144260047847	418	55010290	55010250.0	55010410.0	Lymphoid	55010290
chr5	80091800	80091985	5.49712	1.31174354545455	418	80091890	80091870.0	80091930.0	Lymphoid	80091890
chr12	12327894	12328064	12.183281	1.64050193285372	417	12327990	12327930.0	12328010.0	Lymphoid	12327990
chr3	112327499	112327660	3.609842	1.54872349640288	417	112327570	112327550.0	112327610.0	Lymphoid	112327570
chr12	15584540	15584720	12.20525	1.65820027577938	417	15584630	15584610.0	15584650.0	Lymphoid	15584630
chr1	42682999	42683220	1.2542544	1.90109464508393	417	42683110	42683058.0	42683170.0	Lymphoid	42683110
chr8	124538457	124538643	8.872167	1.73692445673077	416	124538550	124538510.0	124538610.0	Lymphoid	124538550
chr17	50852181	50852380	17.649474	2.02145945913462	416	50852290	50852210.0	50852310.0	Lymphoid	50852290
chr1	23528280	23528480	1.1850463	3.36055650480769	416	23528370	23528350.0	23528390.0	Lymphoid	23528370
chr2	43542400	43542580	2.261858	1.15847861057692	416	43542490	43542450.0	43542530.0	Lymphoid	43542490
