Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr2	240251598	240251820	2.9926737	2.68524807653061	392	240251710	240251590.0	240251750.0	Digestive	240251710
chr1	169109805	169110000	1.711272	3.28531801804124	388	169109910	169109870.0	169109956.0	Digestive	169109910
chr3	128383600	128383786	3.6826786	1.79229646373057	386	128383690	128383670.0	128383710.0	Digestive	128383690
chr13	40116120	40116322	13.415687	3.18578354285714	385	40116230	40116170.0	40116250.0	Digestive	40116230
chr9	94867296	94867480	9.716866	3.00729942329545	352	94867390	94867350.0	94867410.0	Digestive	94867390
chr11	67055120	67055341	11.5468604	3.56223326780627	351	67055230	67055190.0	67055310.0	Digestive	67055230
chr22	27669439	27669700	22.589674	3.91103727246377	345	27669570	27669510.0	27669630.0	Digestive	27669570
chr1	8202219	8202440	1.129617	2.47398992732558	344	8202330	8202270.0	8202370.0	Digestive	8202330
chr20	23162382	23162560	20.423379	2.90849472647059	340	23162470	23162450.0	23162490.0	Digestive	23162470
chr9	98146257	98146461	9.738163	2.51010436873156	339	98146350	98146330.0	98146450.0	Digestive	98146350
chr15	65871001	65871208	15.681159	1.12494736982249	338	65871110	65871010.0	65871150.0	Digestive	65871110
chr13	105919200	105919408	13.9334676	1.91826526517857	336	105919310	105919270.0	105919350.0	Digestive	105919310
chr18	62420737	62420930	18.798648	3.078497918429	331	62420830	62420790.0	62420905.0	Digestive	62420830
chr5	15009480	15009680	5.1744685	2.62547861933535	331	15009590	15009570.0	15009610.0	Digestive	15009590
chr3	129225040	129225280	3.6865605	2.54300986969697	330	129225170	129225074.0	129225230.0	Digestive	129225170
chr3	80733861	80734061	3.466467	2.09040088414634	328	80733950	80733810.0	80734030.0	Digestive	80733950
chr1	51736859	51737028	1.287007	1.67106611890244	328	51736930	51736910.0	51736990.0	Digestive	51736930
chr20	49583660	49583940	20.792181	3.26259265538462	325	49583810	49583710.0	49583910.0	Digestive	49583810
chr3	128343660	128343860	3.682551	1.52717352615385	325	128343750	128343730.0	128343790.0	Digestive	128343750
chr5	68456760	68456966	5.439395	2.46535775	324	68456870	68456830.0	68456910.0	Digestive	68456870
chr7	151745283	151745580	7.9568813	3.64577400619195	323	151745450	151745311.0	151745530.0	Digestive	151745450
chr18	23422920	23423202	18.362366	2.93574446273292	322	23423070	23422950.0	23423170.0	Digestive	23423070
chr17	350780	350983	17.103877	2.694951509375	320	350890	350810.0	350930.0	Digestive	350890
chr1	204493920	204494205	1.839156	1.87406230625	320	204494070	204493950.0	204494210.0	Digestive	204494070
chr6	43798917	43799120	6.3307645	3.48641268965517	319	43799010	43798970.0	43799030.0	Digestive	43799010
chr6	54136096	54136262	6.385267	1.12286660630915	317	54136190	54136130.0	54136210.0	Digestive	54136190
chr12	104408660	104408861	12.804953	2.60446317571885	313	104408750	104408730.0	104408830.0	Digestive	104408750
