Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr19	19628900	19629106	19.401146	1.71381955504587	218	19629010	19628910.0	19629030.0	Placental / trophoblast	19629010
chr7	138891091	138891352	7.88433	2.64679508372093	215	138891210	138891150.0	138891290.0	Placental / trophoblast	138891210
chr20	29080060	29080280	20.506146	2.55411125233645	214	29080170	29080130.0	29080264.0	Placental / trophoblast	29080170
chr6	164040140	164040320	6.964224	1.31804267655502	209	164040230	164040190.0	164040250.0	Placental / trophoblast	164040230
chr20	29497268	29497441	20.5119	1.68837771717172	198	29497350	29497330.0	29497390.0	Placental / trophoblast	29497350
chr9	63859555	63859819	9.515268	0.850883196410256	195	63859690	63859590.0	63859848.0	Placental / trophoblast	63859690
chr9	99905939	99906137	9.74952	0.699040312169312	189	99906030	99905950.0	99906096.0	Placental / trophoblast	99906030
chr16	3642780	3642980	16.136367	1.62382728804348	184	3642890	3642850.0	3642930.0	Placental / trophoblast	3642890
chr1	220094420	220094662	1.895554	1.06738125136612	183	220094530	220094461.0	220094590.0	Placental / trophoblast	220094530
chr10	8366180	8366600	10.15614	4.20035390449438	178	8366330	8366270.0	8366571.0	Placental / trophoblast	8366330
chr19	17022356	17022520	19.361159	2.29430237790698	172	17022430	17022390.0	17022450.0	Placental / trophoblast	17022430
chr21	15210257	15210500	21.39312	3.44169199411765	170	15210370	15210310.0	15210490.0	Placental / trophoblast	15210370
chr17	60573576	60573900	17.75469	3.14583540236686	169	60573710	60573630.0	60573790.0	Placental / trophoblast	60573710
chr21	34864120	34864341	21.771581	3.35976368072289	166	34864230	34864152.0	34864270.0	Placental / trophoblast	34864230
chr8	8995137	8995321	8.155881	2.20574401024096	166	8995230	8995190.0	8995270.0	Placental / trophoblast	8995230
chr19	57651358	57651545	19.9847	1.51311162228916	166	57651450	57651412.0	57651490.0	Placental / trophoblast	57651450
chr1	51558419	51558680	1.286346	2.58802050909091	165	51558550	51558430.0	51558650.0	Placental / trophoblast	51558550
chr16	46973080	46973327	16.567953	0.735631539393939	165	46973190	46973090.0	46973290.0	Placental / trophoblast	46973190
chr5	68839317	68839508	5.441305	2.09053178181818	165	68839410	68839350.0	68839468.0	Placental / trophoblast	68839410
chr7	159015460	159015691	7.9980613	2.18397797317073	164	159015570	159015510.0	159015670.0	Placental / trophoblast	159015570
