Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr1	21703421	21703600	1.178452	0.831963087078652	356	21703510	21703490.0	21703550.0	Vascular / endothelial	21703510
chr4	11805978	11806140	4.155964	0.884144209968847	321	11806050	11806030.0	11806090.0	Vascular / endothelial	11806050
chr11	72483837	72484040	11.583046	1.94779465460526	304	72483930	72483890.0	72483990.0	Vascular / endothelial	72483930
chr3	71389900	71390100	3.4240691	1.63749332517483	286	71389990	71389950.0	71390070.0	Vascular / endothelial	71389990
chr3	124837810	124838024	3.6666485	3.64621067158672	271	124837910	124837865.0	124838015.0	Vascular / endothelial	124837910
chr6	167485690	167485849	6.982388	1.00329121348315	267	167485770	167485750.0	167485790.0	Vascular / endothelial	167485770
chr18	8730480	8730684	18.197658	3.18105028015564	257	8730590	8730550.0	8730630.0	Vascular / endothelial	8730590
chr6	35952520	35952682	6.289444	1.1136236953125	256	35952610	35952570.0	35952630.0	Vascular / endothelial	35952610
chr19	39430750	39431049	19.705056	9.42552051792829	251	39430890	39430810.0	39430950.0	Vascular / endothelial	39430890
chr1	44925176	44925344	1.262362	1.2370685	244	44925250	44925230.0	44925290.0	Vascular / endothelial	44925250
chr6	2857860	2858112	6.115109	2.66724132098765	243	2857990	2857910.0	2858050.0	Vascular / endothelial	2857990
chr13	77780013	77780201	13.711966	1.48389649579832	238	77780110	77780030.0	77780150.0	Vascular / endothelial	77780110
chr7	151089257	151089600	7.953244	2.62596233333333	234	151089410	151089266.0	151089590.0	Vascular / endothelial	151089410
chr6	33697160	33697380	6.277509	2.8090489017094	234	33697270	33697150.0	33697354.0	Vascular / endothelial	33697270
chr17	64694320	64694520	17.799197	3.07956053218884	233	64694410	64694390.0	64694450.0	Vascular / endothelial	64694410
chr1	8121397	8121603	1.129324	3.98177897402597	231	8121510	8121445.0	8121530.0	Vascular / endothelial	8121510
chr10	36538980	36539240	10.34567	3.41172329257642	229	36539110	36539050.0	36539190.0	Vascular / endothelial	36539110
chr17	68090015	68090200	17.835895	1.51336794736842	228	68090110	68090070.0	68090130.0	Vascular / endothelial	68090110
chr9	89477920	89478160	9.6818653	2.14576373245614	228	89478050	89477970.0	89478110.0	Vascular / endothelial	89478050
chr20	31052111	31052182	20.533314	1.20865113656388	227	31052112	31052112.0	31052170.0	Vascular / endothelial	31052112
chr15	41018676	41018843	15.461935	1.71053900440529	227	41018770	41018670.0	41018790.0	Vascular / endothelial	41018770
chr22	40372800	40372981	22.81438	1.97691060180995	221	40372890	40372850.0	40372930.0	Vascular / endothelial	40372890
chr3	132347160	132347367	3.700665	1.57256444292237	219	132347270	132347210.0	132347330.0	Vascular / endothelial	132347270
chr4	107824276	107824502	4.610151	1.74289623853211	218	107824390	107824290.0	107824502.0	Vascular / endothelial	107824390
chr2	15912280	15912540	2.1591526	2.32603596851852	216	15912410	15912310.0	15912490.0	Vascular / endothelial	15912410
chr18	55988693	55988920	18.72676	1.99232888837209	215	55988810	55988750.0	55988843.0	Vascular / endothelial	55988810
chr3	29324386	29324605	3.233153	2.67663088571429	210	29324490	29324450.0	29324566.0	Vascular / endothelial	29324490
chr18	66683040	66683260	18.846474	0.80003252047619	210	66683150	66683050.0	66683190.0	Vascular / endothelial	66683150
chr19	45956060	45956255	19.80524	2.63618291428571	210	45956150	45956118.0	45956190.0	Vascular / endothelial	45956150
chr16	82937120	82937340	16.926223	2.82149714976077	209	82937230	82937150.0	82937290.0	Vascular / endothelial	82937230
chr4	38601360	38601540	4.282705	1.08241204784689	209	38601450	38601410.0	38601490.0	Vascular / endothelial	38601450
chr1	183871220	183871405	1.764568	2.20928381730769	208	183871310	183871270.0	183871370.0	Vascular / endothelial	183871310
chr7	110317960	110318180	7.722891	1.44141738743961	207	110318070	110318010.0	110318127.0	Vascular / endothelial	110318070
