Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr3	159829697	159829880	3.825472	3.39953767886179	246	159829790	159829750.0	159829810.0	Cancer / epithelial	159829790
chr17	8222520	8222801	17.188867	3.37305641588785	214	8222670	8222570.0	8222790.0	Cancer / epithelial	8222670
chr11	10407103	10407320	11.1694621	2.28424457772277	202	10407210	10407150.0	10407270.0	Cancer / epithelial	10407210
chr7	5995560	5995785	7.133866	2.71234067626263	198	5995690	5995610.0	5995770.0	Cancer / epithelial	5995690
chr16	1308540	1308824	16.11312	1.35296174871795	195	1308690	1308550.0	1308790.0	Cancer / epithelial	1308690
chr3	42476840	42477060	3.292798	2.16018385051546	194	42476950	42476826.0	42477010.0	Cancer / epithelial	42476950
chr22	19806559	19806847	22.450434	1.73257083419689	193	19806690	19806590.0	19806810.0	Cancer / epithelial	19806690
chr2	46409120	46409380	2.272467	3.81541780729167	192	46409250	46409170.0	46409370.0	Cancer / epithelial	46409250
chr19	14776947	14777161	19.326632	1.48889203174603	189	14777070	14776970.0	14777136.0	Cancer / epithelial	14777070
chr5	132906059	132906266	5.758863	1.47989035449735	189	132906150	132906050.0	132906210.0	Cancer / epithelial	132906150
chr1	8182460	8182702	1.129521	4.10486588235294	187	8182590	8182430.0	8182630.0	Cancer / epithelial	8182590
chr9	97704120	97704300	9.7352777	1.62412359139785	186	97704210	97704170.0	97704250.0	Cancer / epithelial	97704210
chr17	3557798	3557997	17.138544	1.44669184864865	185	3557890	3557850.0	3557950.0	Cancer / epithelial	3557890
chr10	97070115	97070334	10.7526909	1.36492030054645	183	97070230	97070150.0	97070270.0	Cancer / epithelial	97070230
chr1	52662717	52662942	1.290353	2.82783425966851	181	52662830	52662770.0	52662920.0	Cancer / epithelial	52662830
chr5	139373800	139373981	5.79094	2.54855582777778	180	139373890	139373830.0	139373930.0	Cancer / epithelial	139373890
chr8	6334840	6335020	8.139299	1.11908051396648	179	6334930	6334870.0	6334981.0	Cancer / epithelial	6334930
chr5	19322820	19323020	5.195879	1.20838400893855	179	19322910	19322879.0	19322950.0	Cancer / epithelial	19322910
chr18	23282113	23282323	18.360771	2.16280316853933	178	23282230	23282110.0	23282290.0	Cancer / epithelial	23282230
chr22	31661879	31662056	22.66033	1.8653354494382	178	31661970	31661930.0	31662022.0	Cancer / epithelial	31661970
chr9	108580040	108580251	9.806069	2.40963034831461	178	108580150	108580110.0	108580202.0	Cancer / epithelial	108580150
chr19	47035540	47035723	19.822016	2.20940183615819	177	47035630	47035610.0	47035681.0	Cancer / epithelial	47035630
chr1	175197638	175197840	1.7332462	2.70434931638418	177	175197750	175197690.0	175197790.0	Cancer / epithelial	175197750
chr20	1569500	1569700	20.121906	2.25919198863636	176	1569610	1569558.0	1569670.0	Cancer / epithelial	1569610
chr1	89890237	89890497	1.4248696	4.5935915755814	172	89890350	89890290.0	89890410.0	Cancer / epithelial	89890350
chr3	179969630	179969820	3.916806	1.71037385290698	172	179969730	179969690.0	179969750.0	Cancer / epithelial	179969730
chr12	51884709	51884895	12.45044	2.16243165116279	172	51884810	51884776.0	51884864.0	Cancer / epithelial	51884810
chr1	173527243	173527440	1.727194	1.59274291812865	171	173527330	173527290.0	173527390.0	Cancer / epithelial	173527330
chr10	71729442	71729637	10.582404	1.60981445614035	171	71729530	71729510.0	71729570.0	Cancer / epithelial	71729530
chr10	114823198	114823380	10.8720966	0.974894911764706	170	114823290	114823230.0	114823330.0	Cancer / epithelial	114823290
chr2	98480086	98480380	2.46601	2.47190024852071	169	98480250	98480130.0	98480330.0	Cancer / epithelial	98480250
chr19	55166999	55167262	19.946661	1.97405217857143	168	55167130	55166990.0	55167210.0	Cancer / epithelial	55167130
chr10	73932417	73932631	10.59722	3.46939951785714	168	73932510	73932490.0	73932570.0	Cancer / epithelial	73932510
