Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr9	134443451	134443640	9.9741764	3.41335752181501	573	134443530	134443490.0	134443610.0	Stromal A	134443530
chr1	234612659	234612882	1.9480571	8.94428524868652	571	234612770	234612710.0	234612830.0	Stromal A	234612770
chr1	44807340	44807600	1.2619654	8.64005669001751	571	44807470	44807410.0	44807550.0	Stromal A	44807470
chr16	67017997	67018200	16.767633	4.43044591373239	568	67018090	67018050.0	67018130.0	Stromal A	67018090
chr17	63478960	63479140	17.78615	3.11739052035398	565	63479050	63479010.0	63479090.0	Stromal A	63479050
chr2	218287209	218287400	2.911096	4.86614017761989	563	218287310	218287250.0	218287330.0	Stromal A	218287310
chr18	34979179	34979403	18.491581	4.22738275935829	561	34979290	34979230.0	34979350.0	Stromal A	34979290
chr12	56119480	56119660	12.478956	3.94366630178571	560	56119570	56119550.0	56119610.0	Stromal A	56119570
chr1	115608279	115608455	1.517865	1.92484388372093	559	115608350	115608310.0	115608390.0	Stromal A	115608350
chr1	153566580	153566783	1.6550661	7.10798998028674	558	153566690	153566650.0	153566710.0	Stromal A	153566690
chr11	124837560	124837760	11.9316643	2.14987888330341	557	124837650	124837630.0	124837670.0	Stromal A	124837650
chr1	36150880	36151100	1.2306537	4.95906015439856	557	36150990	36150950.0	36151030.0	Stromal A	36150990
chr22	37677184	37677439	22.76666	5.57391094614004	557	37677310	37677270.0	37677370.0	Stromal A	37677310
chr17	80219500	80219720	17.966939	3.01519398201439	556	80219610	80219570.0	80219670.0	Stromal A	80219610
chr5	140726020	140726281	5.797703	3.44588334234234	555	140726170	140726110.0	140726210.0	Stromal A	140726170
chr22	37592598	37592761	22.765151	3.88651283423423	555	37592670	37592630.0	37592710.0	Stromal A	37592670
chr3	177345711	177345901	3.9048637	4.94208395315315	555	177345810	177345770.0	177345830.0	Stromal A	177345810
chr21	36430087	36430345	21.80188	6.57301338698011	553	36430210	36430170.0	36430250.0	Stromal A	36430210
chr4	127400820	127401020	4.702772	1.62691447355072	552	127400930	127400890.0	127400950.0	Stromal A	127400930
chr1	53326138	53326440	1.292694	4.64088154809437	551	53326290	53326170.0	53326390.0	Stromal A	53326290
chr7	1028937	1029101	7.105811	3.72947266302368	549	1029030	1028990.0	1029050.0	Stromal A	1029030
chr12	26274760	26275020	12.2774796	7.20973815328467	548	26274890	26274810.0	26274930.0	Stromal A	26274890
chr2	127064820	127065083	2.572179	5.00348255393053	547	127064950	127064910.0	127065050.0	Stromal A	127064950
chr6	156780440	156780640	6.925995	3.43965751736746	547	156780530	156780503.0	156780570.0	Stromal A	156780530
chr14	24093966	24094300	14.302631	4.32786339488117	547	24094150	24094050.0	24094253.0	Stromal A	24094150
chr3	58463800	58463980	3.365456	1.87208939670932	547	58463890	58463830.0	58463950.0	Stromal A	58463890
chr19	3573876	3574080	19.154967	5.49746475274725	546	3573970	3573950.0	3574010.0	Stromal A	3573970
chr11	121112640	121112839	11.90683	1.41113985714286	546	121112730	121112710.0	121112798.0	Stromal A	121112730
chr5	145681720	145681881	5.822235	1.55206796880734	545	145681790	145681770.0	145681830.0	Stromal A	145681790
chr4	3954680	3954861	4.118838	3.62690642568807	545	3954770	3954730.0	3954830.0	Stromal A	3954770
