Chrom	start	end	identifier	mean_signal	numsamples	summit	core_start	core_end	component	position
chr9	115883840	115884020	9.853476	0.802073604964539	423	115883930	115883890.0	115883959.0	Organ devel. / renal	115883930
chr5	8756620	8756784	5.143465	0.845569790476191	420	8756710	8756690.0	8756730.0	Organ devel. / renal	8756710
chr8	120868780	120869060	8.84938	1.81185899210526	418	120868930	120868820.0	120869010.0	Organ devel. / renal	120868930
chr13	75550340	75550540	13.6944757	1.24589638686131	411	75550430	75550390.0	75550490.0	Organ devel. / renal	75550430
chr12	30796140	30796367	12.30796	1.80649631219512	410	30796250	30796190.0	30796330.0	Organ devel. / renal	30796250
chr20	58048220	58048400	20.910247	1.17797348768473	406	58048310	58048290.0	58048330.0	Organ devel. / renal	58048310
chr11	6320938	6321131	11.142202	1.94035613861386	404	6321030	6320950.0	6321070.0	Organ devel. / renal	6321030
chr20	37276679	37276861	20.620318	2.00263694306931	404	37276770	37276730.0	37276810.0	Organ devel. / renal	37276770
chr22	39040879	39040981	22.790938	0.902855039900249	401	39040910	39040890.0	39040970.0	Organ devel. / renal	39040910
chr1	41739120	41739301	1.2508495	2.8211011225	400	41739210	41739170.0	41739250.0	Organ devel. / renal	41739210
chr6	17281233	17281418	6.1910737	1.52123697725	400	17281330	17281270.0	17281350.0	Organ devel. / renal	17281330
chr12	130776700	130776883	12.983071	1.47249814285714	399	130776790	130776730.0	130776830.0	Organ devel. / renal	130776790
chr4	85826257	85826510	4.506091	2.51646597732997	397	85826390	85826270.0	85826470.0	Organ devel. / renal	85826390
chr1	151973038	151973221	1.649275	3.3782096969697	396	151973130	151973070.0	151973190.0	Organ devel. / renal	151973130
chr22	30607039	30607281	22.64168	2.02517910886076	395	30607170	30607070.0	30607210.0	Organ devel. / renal	30607170
chr22	20979438	20979640	22.47112	2.64127793417721	395	20979530	20979490.0	20979590.0	Organ devel. / renal	20979530
chr11	4058214	4058403	11.127086	2.83658232233503	394	4058310	4058250.0	4058370.0	Organ devel. / renal	4058310
chr16	67563779	67564040	16.772991	1.51493005089059	393	67563910	67563810.0	67564010.0	Organ devel. / renal	67563910
chr17	77887660	77887882	17.941726	2.12485705597964	393	77887770	77887710.0	77887830.0	Organ devel. / renal	77887770
chr2	42141774	42142024	2.256619	3.02972258928571	392	42141890	42141790.0	42142050.0	Organ devel. / renal	42141890
chr6	142088957	142089121	6.848639	0.820793705128205	390	142089050	142089010.0	142089090.0	Organ devel. / renal	142089050
chr10	117542519	117542720	10.8904744	4.02580288461538	390	117542630	117542570.0	117542670.0	Organ devel. / renal	117542630
chr6	71107959	71108176	6.474621	1.69149635218509	389	71108050	71107990.0	71108130.0	Organ devel. / renal	71108050
chr8	118951597	118951980	8.837611	1.15514876169666	389	118951830	118951626.0	118951950.0	Organ devel. / renal	118951830
chr1	116853777	116853980	1.5223564	2.89981008762887	388	116853870	116853830.0	116853950.0	Organ devel. / renal	116853870
chr1	85576539	85576785	1.4093413	2.00848345103093	388	85576650	85576550.0	85576730.0	Organ devel. / renal	85576650
chr16	89602475	89602680	16.992484	2.56295785492228	386	89602590	89602470.0	89602630.0	Organ devel. / renal	89602590
chr7	111138298	111138480	7.7274866	1.6027564375	384	111138390	111138330.0	111138410.0	Organ devel. / renal	111138390
chr15	58521580	58521785	15.616471	3.59544390885417	384	58521690	58521630.0	58521790.0	Organ devel. / renal	58521690
chr7	24812440	24812602	7.240174	1.142685984375	384	24812510	24812490.0	24812550.0	Organ devel. / renal	24812510
chr10	61904832	61905018	10.5162798	1.83520933681462	383	61904910	61904870.0	61904950.0	Organ devel. / renal	61904910
chr6	168035250	168035441	6.985285	1.75530479842932	382	168035350	168035290.0	168035400.0	Organ devel. / renal	168035350
chr8	31034696	31034881	8.292457	1.30882219109948	382	31034790	31034750.0	31034870.0	Organ devel. / renal	31034790
chr3	37994320	37994523	3.2724786	1.95744980628272	382	37994430	37994350.0	37994470.0	Organ devel. / renal	37994430
chr17	74430678	74430966	17.904446	3.10608907874016	381	74430810	74430730.0	74430950.0	Organ devel. / renal	74430810
chr20	46293200	46293380	20.746287	1.17164808970976	379	46293290	46293250.0	46293310.0	Organ devel. / renal	46293290
chr18	48541280	48541520	18.643459	1.70688023218997	379	48541410	48541339.0	48541450.0	Organ devel. / renal	48541410
chr17	78272679	78272900	17.94597	3.04393556481481	378	78272790	78272730.0	78272850.0	Organ devel. / renal	78272790
chr8	47479620	47479840	8.394398	1.4243292037037	378	47479730	47479650.0	47479790.0	Organ devel. / renal	47479730
chr17	61399640	61399880	17.763656	5.37866064814815	378	61399770	61399710.0	61399810.0	Organ devel. / renal	61399770
chr20	38680620	38680800	20.63995	1.11969090981432	377	38680710	38680710.0	38680730.0	Organ devel. / renal	38680710
chr8	22999749	22999982	8.2426893	1.97724346419098	377	22999870	22999810.0	22999950.0	Organ devel. / renal	22999870
chr2	28691981	28692180	2.206615	2.30614731117021	376	28692070	28691990.0	28692110.0	Organ devel. / renal	28692070
chr10	97574772	97574980	10.7560795	3.82928846010638	376	97574870	97574810.0	97574910.0	Organ devel. / renal	97574870
chr6	71248418	71248680	6.4753639	2.39622454787234	376	71248550	71248450.0	71248630.0	Organ devel. / renal	71248550
chr18	26575258	26575480	18.397513	0.991250949333333	375	26575370	26575310.0	26575450.0	Organ devel. / renal	26575370
chr17	73342171	73342360	17.892574	3.41142414666667	375	73342270	73342210.0	73342310.0	Organ devel. / renal	73342270
chr10	13206660	13206820	10.188736	0.7715402	375	13206730	13206710.0	13206750.0	Organ devel. / renal	13206730
chr1	67832030	67832342	1.3451519	1.99133809919571	373	67832190	67832070.0	67832310.0	Organ devel. / renal	67832190
chr8	37916266	37916461	8.335203	1.99665944354839	372	37916370	37916290.0	37916390.0	Organ devel. / renal	37916370
chr10	89284060	89284281	10.7004775	2.91811202695418	371	89284170	89284130.0	89284250.0	Organ devel. / renal	89284170
chr20	1894360	1894680	20.126393	1.37537942048518	371	1894510	1894430.0	1894650.0	Organ devel. / renal	1894510
chr8	38851060	38851242	8.340985	2.99656409433962	371	38851170	38851090.0	38851190.0	Organ devel. / renal	38851170
chr6	82364560	82364900	6.533898	0.966179876358696	368	82364750	82364610.0	82364864.0	Organ devel. / renal	82364750
chr6	7109615	7109784	6.1374706	1.67544705163043	368	7109690	7109650.0	7109730.0	Organ devel. / renal	7109690
chr12	120641440	120641620	12.914491	1.2649088719346	367	120641530	120641510.0	120641570.0	Organ devel. / renal	120641530
chr6	106069620	106069783	6.658818	2.35878878746594	367	106069710	106069670.0	106069730.0	Organ devel. / renal	106069710
chr17	36183037	36183203	17.491062	1.6249820490411	365	36183130	36183090.0	36183150.0	Organ devel. / renal	36183130
chr12	127390059	127390220	12.96019	1.37018617808219	365	127390130	127390110.0	127390150.0	Organ devel. / renal	127390130
chr21	33442179	33442420	21.74429	2.56038806593407	364	33442290	33442210.0	33442390.0	Organ devel. / renal	33442290
chr1	206381053	206381237	1.845974	0.83948616584022	363	206381130	206381070.0	206381170.0	Organ devel. / renal	206381130
chr18	39800240	39800401	18.545642	1.06822203030303	363	39800330	39800290.0	39800350.0	Organ devel. / renal	39800330
chr17	4834197	4834420	17.152267	1.07288629005525	362	4834310	4834250.0	4834410.0	Organ devel. / renal	4834310
chr1	168466260	168466480	1.7089618	2.35264535911602	362	168466370	168466310.0	168466430.0	Organ devel. / renal	168466370
chr2	167509680	167509900	2.72241	1.64569562983425	362	167509790	167509710.0	167509850.0	Organ devel. / renal	167509790
chr14	90726799	90726960	14.8626846	1.24654349723757	362	90726870	90726830.0	90726910.0	Organ devel. / renal	90726870
chr10	21526260	21526581	10.2446833	3.24782110526316	361	21526430	21526270.0	21526530.0	Organ devel. / renal	21526430
chr19	54473220	54473464	19.936074	3.37519721666667	360	54473330	54473270.0	54473410.0	Organ devel. / renal	54473330
chr1	201916718	201916903	1.829864	3.31007123611111	360	201916810	201916750.0	201916870.0	Organ devel. / renal	201916810
chr5	54311887	54312080	5.3692751	0.981744025069638	359	54311990	54311911.0	54312050.0	Organ devel. / renal	54311990
chr4	147925224	147925400	4.799866	0.791533125348189	359	147925310	147925290.0	147925350.0	Organ devel. / renal	147925310
chr1	56578340	56578640	1.3044701	1.19376968523677	359	56578490	56578390.0	56578610.0	Organ devel. / renal	56578490
chr10	86693896	86694079	10.683049	1.48647241504178	359	86693990	86693930.0	86694030.0	Organ devel. / renal	86693990
chr2	111118181	111118480	2.512899	0.957526851955307	358	111118330	111118190.0	111118450.0	Organ devel. / renal	111118330
chr18	48545800	48546001	18.643508	2.38451644972067	358	48545910	48545870.0	48545950.0	Organ devel. / renal	48545910
chr11	130737979	130738391	11.970972	2.79051332773109	357	130738160	130738024.0	130738370.0	Organ devel. / renal	130738160
chr4	148835219	148835565	4.804193	1.63613152661064	357	148835370	148835250.0	148835550.0	Organ devel. / renal	148835370
chr11	120068140	120068360	11.8998658	1.30251418067227	357	120068250	120068190.0	120068310.0	Organ devel. / renal	120068250
chr6	117483242	117483549	6.719026	1.1700576741573	356	117483390	117483270.0	117483490.0	Organ devel. / renal	117483390
chr19	3073279	3073500	19.147186	2.56885346760563	355	3073390	3073330.0	3073430.0	Organ devel. / renal	3073390
chr16	59211000	59211242	16.689753	1.7306511943662	355	59211130	59211090.0	59211190.0	Organ devel. / renal	59211130
chr11	62295620	62295781	11.515086	0.679816148169014	355	62295710	62295690.0	62295730.0	Organ devel. / renal	62295710
chr11	66126829	66127020	11.540663	1.52043516949153	354	66126930	66126890.0	66126970.0	Organ devel. / renal	66126930
chr1	35661060	35661220	1.2288736	1.20915194915254	354	35661130	35661110.0	35661170.0	Organ devel. / renal	35661130
chr12	46160620	46160960	12.41169	2.53142285310734	354	46160790	46160630.0	46160910.0	Organ devel. / renal	46160790
chr20	2402720	2402894	20.133381	0.806842384180791	354	2402810	2402750.0	2402830.0	Organ devel. / renal	2402810
chr14	63896365	63896582	14.637018	3.20130282485876	354	63896470	63896430.0	63896570.0	Organ devel. / renal	63896470
chr18	46497240	46497402	18.62062	0.823580844632768	354	46497330	46497310.0	46497350.0	Organ devel. / renal	46497330
chr9	79256820	79257097	9.615358	2.8570057259887	354	79256970	79256850.0	79257030.0	Organ devel. / renal	79256970
chr13	42837040	42837222	13.437044	1.13459929943503	354	42837130	42837070.0	42837194.0	Organ devel. / renal	42837130
chr22	21009700	21009880	22.47163	1.35457779943503	354	21009790	21009770.0	21009810.0	Organ devel. / renal	21009790
chr2	40332520	40332703	2.249951	2.15561255649718	354	40332610	40332470.0	40332650.0	Organ devel. / renal	40332610
chr15	76576939	76577108	15.775731	1.55964192937853	354	76577010	76576990.0	76577050.0	Organ devel. / renal	76577010
chr22	24467055	24467240	22.53285	1.6563909631728	353	24467150	24467070.0	24467170.0	Organ devel. / renal	24467150
chr6	7052578	7052880	6.1371751	1.50745204532578	353	7052730	7052550.0	7052832.0	Organ devel. / renal	7052730
chr8	140898297	140898480	8.973666	1.19245130594901	353	140898390	140898350.0	140898450.0	Organ devel. / renal	140898390
chr10	51244900	51245127	10.44451	2.11756869405099	353	51245010	51244950.0	51245070.0	Organ devel. / renal	51245010
chr2	148614780	148615040	2.652259	1.62298974787535	353	148614910	148614790.0	148614990.0	Organ devel. / renal	148614910
chr10	124354893	124355183	10.936261	1.35789161647727	352	124355010	124354910.0	124355130.0	Organ devel. / renal	124355010
chr10	124093535	124093760	10.9344764	1.74447453977273	352	124093650	124093590.0	124093730.0	Organ devel. / renal	124093650
chr16	23905100	23905300	16.338203	1.56771614772727	352	23905190	23905170.0	23905250.0	Organ devel. / renal	23905190
chr17	7885800	7886245	17.185314	1.40905673863636	352	7885990	7885870.0	7886210.0	Organ devel. / renal	7885990
chr1	234863070	234863302	1.948948	2.64713976068376	351	234863190	234863050.0	234863230.0	Organ devel. / renal	234863190
chr1	58432880	58433083	1.311214	2.69938318518519	351	58432990	58432930.0	58433050.0	Organ devel. / renal	58432990
chr1	30966820	30966997	1.211967	1.38233086571429	350	30966910	30966870.0	30966950.0	Organ devel. / renal	30966910
chr2	45459265	45459444	2.26897	1.28419177714286	350	45459350	45459310.0	45459390.0	Organ devel. / renal	45459350
chr19	47190435	47190660	19.824262	2.20102189684814	349	47190550	47190450.0	47190590.0	Organ devel. / renal	47190550
chr2	160582900	160583100	2.6966538	1.68419243553009	349	160582990	160582970.0	160583050.0	Organ devel. / renal	160582990
chr16	22092419	22092580	16.320164	1.19946845845272	349	22092490	22092430.0	22092510.0	Organ devel. / renal	22092490
chr12	106840317	106840546	12.82147	1.35511834670487	349	106840430	106840350.0	106840490.0	Organ devel. / renal	106840430
chr11	45580537	45580700	11.403692	0.795572971346705	349	45580610	45580590.0	45580630.0	Organ devel. / renal	45580610
chr20	49347920	49348100	20.78889	1.45788777191977	349	49348010	49347990.0	49348030.0	Organ devel. / renal	49348010
chr12	6647340	6647540	12.144893	1.57177673850575	348	6647450	6647410.0	6647470.0	Organ devel. / renal	6647450
chr5	1599140	1599283	5.108006	0.853205275862069	348	1599210	1599190.0	1599230.0	Organ devel. / renal	1599210
chr7	149623340	149623520	7.944871	1.22648413218391	348	149623430	149623390.0	149623450.0	Organ devel. / renal	149623430
chr8	108948840	108949095	8.775484	1.94057154351585	347	108948950	108948870.0	108949070.0	Organ devel. / renal	108948950
chr9	136372585	136372782	9.9866758	2.00341703746398	347	136372690	136372643.0	136372757.0	Organ devel. / renal	136372690
chr5	14205118	14205293	5.170461	2.27681482369942	346	14205190	14205150.0	14205230.0	Organ devel. / renal	14205190
chr1	30526139	30526344	1.2103646	2.04306298265896	346	30526230	30526170.0	30526290.0	Organ devel. / renal	30526230
chr6	45677577	45677800	6.3406686	1.93187963294798	346	45677690	45677618.0	45677770.0	Organ devel. / renal	45677690
chr14	91155180	91155360	14.86621	1.89726270809249	346	91155270	91155230.0	91155290.0	Organ devel. / renal	91155270
chr6	22071720	22071921	6.216339	1.51622654782609	345	22071830	22071770.0	22071870.0	Organ devel. / renal	22071830
chr11	130897840	130898100	11.97207	3.68964244057971	345	130897970	130897870.0	130898050.0	Organ devel. / renal	130897970
chr17	32912380	32912588	17.455771	2.04226677101449	345	32912490	32912450.0	32912530.0	Organ devel. / renal	32912490
chr19	43438615	43438848	19.76666	2.76402617391304	345	43438730	43438570.0	43438790.0	Organ devel. / renal	43438730
chr4	127709077	127709262	4.704203	2.14961288695652	345	127709170	127709130.0	127709230.0	Organ devel. / renal	127709170
chr1	2578379	2578601	1.109298	3.33117816569767	344	2578490	2578430.0	2578570.0	Organ devel. / renal	2578490
chr13	113742056	113742260	13.9948726	1.45262436734694	343	113742150	113742090.0	113742210.0	Organ devel. / renal	113742150
chr3	104460810	104461000	3.574131	1.12651892536443	343	104460910	104460870.0	104460950.0	Organ devel. / renal	104460910
chr8	13514702	13514981	8.1838797	2.25212051982507	343	13514850	13514710.0	13514898.0	Organ devel. / renal	13514850
chr5	171451038	171451220	5.9498736	1.35936261516035	343	171451130	171451070.0	171451170.0	Organ devel. / renal	171451130
chr5	72063328	72063500	5.457272	0.755499538011696	342	72063410	72063390.0	72063430.0	Organ devel. / renal	72063410
chr14	60722420	60722640	14.610455	1.29883640762463	341	60722530	60722490.0	60722610.0	Organ devel. / renal	60722530
chr12	80187880	80188062	12.6414888	2.17480486803519	341	80187970	80187930.0	80187990.0	Organ devel. / renal	80187970
chr10	31707753	31707980	10.313267	1.77348214117647	340	31707870	31707810.0	31707930.0	Organ devel. / renal	31707870
chr13	32285380	32285560	13.354016	1.85701702647059	340	32285470	32285450.0	32285510.0	Organ devel. / renal	32285470
chr1	244730540	244730825	1.9845706	0.879006638235294	340	244730690	244730510.0	244730770.0	Organ devel. / renal	244730690
chr2	108272020	108272220	2.502331	1.74246682941176	340	108272110	108272050.0	108272170.0	Organ devel. / renal	108272110
chr4	48017176	48017420	4.3272677	1.47366598823529	340	48017290	48017241.0	48017399.0	Organ devel. / renal	48017290
chr7	31115099	31115246	7.2756805	0.822865638235294	340	31115170	31115150.0	31115190.0	Organ devel. / renal	31115170
chr1	147515500	147515702	1.633196	1.88367115044248	339	147515610	147515550.0	147515710.0	Organ devel. / renal	147515610
chr6	92779878	92780041	6.588831	1.11799494188791	339	92779950	92779930.0	92779970.0	Organ devel. / renal	92779950
chr6	144659480	144659680	6.862168	1.19909488495575	339	144659590	144659530.0	144659670.0	Organ devel. / renal	144659590
chr9	88106519	88106683	9.672882	0.734477262536873	339	88106610	88106570.0	88106630.0	Organ devel. / renal	88106610
chr22	24876000	24876174	22.54022	0.837461888495575	339	24876090	24876070.0	24876110.0	Organ devel. / renal	24876090
chr6	33080251	33080462	6.2742695	1.40811114454277	339	33080350	33080330.0	33080410.0	Organ devel. / renal	33080350
chr1	220487560	220487741	1.897003	1.10301791420118	338	220487650	220487578.0	220487690.0	Organ devel. / renal	220487650
chr19	46218280	46218441	19.809245	1.03609531360947	338	46218370	46218350.0	46218370.0	Organ devel. / renal	46218370
chr3	30607154	30607380	3.2389649	1.45929479289941	338	30607270	30607190.0	30607342.0	Organ devel. / renal	30607270
chr17	28525155	28525365	17.408411	1.67270581360947	338	28525250	28525210.0	28525310.0	Organ devel. / renal	28525250
chr11	12842340	12842540	11.185672	2.0231614260355	338	12842430	12842410.0	12842470.0	Organ devel. / renal	12842430
chr5	34684400	34684620	5.2719784	2.13588443195266	338	34684510	34684470.0	34684590.0	Organ devel. / renal	34684510
chr22	35835960	35836162	22.73412	1.89509027299703	337	35836070	35836018.0	35836150.0	Organ devel. / renal	35836070
chr2	94209052	94209202	2.45015	0.612407654761905	336	94209130	94209090.0	94209190.0	Organ devel. / renal	94209130
chr3	12405789	12406046	3.156396	4.74783768154762	336	12405910	12405850.0	12405982.0	Organ devel. / renal	12405910
chr22	42856291	42856543	22.858461	1.01651691666667	336	42856410	42856330.0	42856510.0	Organ devel. / renal	42856410
chr1	27031637	27031900	1.197735	1.95036345535714	336	27031770	27031690.0	27031850.0	Organ devel. / renal	27031770
chr8	102175820	102175971	8.73352	0.791775973134328	335	102175890	102175890.0	102175910.0	Organ devel. / renal	102175890
chr22	37486368	37486580	22.763261	2.15752927761194	335	37486470	37486430.0	37486550.0	Organ devel. / renal	37486470
chr5	344219	344381	5.101779	1.45255286865672	335	344290	344250.0	344330.0	Organ devel. / renal	344290
chr19	10009336	10009600	19.253711	2.06757553731343	335	10009470	10009360.0	10009570.0	Organ devel. / renal	10009470
chr2	219997340	219997522	2.917392	1.45162169910448	335	219997430	219997410.0	219997490.0	Organ devel. / renal	219997430
chr7	14836678	14836842	7.183758	1.54196963473054	334	14836770	14836730.0	14836804.0	Organ devel. / renal	14836770
chr17	65628360	65628580	17.809227	1.88814883233533	334	65628470	65628430.0	65628550.0	Organ devel. / renal	65628470
chr1	7478979	7479172	1.127	3.45849143843844	333	7479070	7479030.0	7479110.0	Organ devel. / renal	7479070
chr1	22342113	22342341	1.180769	1.96078862162162	333	22342230	22342170.0	22342290.0	Organ devel. / renal	22342230
chr17	77145838	77146023	17.933711	2.58737172372372	333	77145930	77145870.0	77145970.0	Organ devel. / renal	77145930
chr14	78158180	78158340	14.756887	0.742312620481928	332	78158250	78158230.0	78158290.0	Organ devel. / renal	78158250
chr1	78620267	78620520	1.38417	1.12685172891566	332	78620390	78620270.0	78620490.0	Organ devel. / renal	78620390
chr9	112486972	112487217	9.8314628	0.990667557228916	332	112487090	112487030.0	112487190.0	Organ devel. / renal	112487090
chr1	50280079	50280222	1.28173	0.809978437462236	331	50280150	50280130.0	50280170.0	Organ devel. / renal	50280150
chr9	72364440	72364680	9.5704784	1.30823168277946	331	72364570	72364490.0	72364610.0	Organ devel. / renal	72364570
chr15	57235996	57236180	15.605021	2.44256375528701	331	57236090	57236050.0	57236130.0	Organ devel. / renal	57236090
chr8	31286180	31286382	8.29407	2.12482924108761	331	31286290	31286230.0	31286350.0	Organ devel. / renal	31286290
chr8	98011600	98011800	8.7076958	2.51561901812689	331	98011710	98011670.0	98011765.0	Organ devel. / renal	98011710
chr20	10857436	10857640	20.251461	2.89777635045317	331	10857530	10857490.0	10857590.0	Organ devel. / renal	10857530
chr12	52203205	52203424	12.4524958	3.59324297575758	330	52203330	52203270.0	52203370.0	Organ devel. / renal	52203330
chr13	67048420	67048648	13.627668	2.14739607272727	330	67048530	67048470.0	67048585.0	Organ devel. / renal	67048530
chr18	79965580	79965817	18.995116	1.81046026363636	330	79965710	79965610.0	79965765.0	Organ devel. / renal	79965710
chr7	93890815	93891049	7.63024	1.83619185106383	329	93890930	93890854.0	93890990.0	Organ devel. / renal	93890930
chr9	87498260	87498561	9.6688687	1.39507468085106	329	87498390	87498330.0	87498490.0	Organ devel. / renal	87498390
chr4	155705779	155706000	4.836762	1.54798807416413	329	155705890	155705794.0	155705946.0	Organ devel. / renal	155705890
chr5	150138796	150139020	5.844306	3.57080714285714	329	150138910	150138830.0	150138950.0	Organ devel. / renal	150138910
chr8	124262780	124263000	8.870424	2.04920506990881	329	124262890	124262850.0	124262930.0	Organ devel. / renal	124262890
chr14	100679820	100680040	14.946262	3.22806511854103	329	100679930	100679890.0	100679990.0	Organ devel. / renal	100679930
chr11	26135079	26135242	11.274262	0.775395383586626	329	26135170	26135130.0	26135190.0	Organ devel. / renal	26135170
chr12	76879518	76879766	12.619188	1.45778911246201	329	76879650	76879550.0	76879730.0	Organ devel. / renal	76879650
chr8	24649677	24649902	8.252887	2.39007738601824	329	24649790	24649730.0	24649830.0	Organ devel. / renal	24649790
chr8	72075496	72075720	8.54695	0.838642024316109	329	72075610	72075530.0	72075670.0	Organ devel. / renal	72075610
chr11	92224600	92224986	11.714455	1.92539270820669	329	92224770	92224690.0	92224970.0	Organ devel. / renal	92224770
chr10	29590260	29590480	10.298967	1.41289185365854	328	29590370	29590310.0	29590450.0	Organ devel. / renal	29590370
chr20	34476319	34476513	20.581325	0.74808693902439	328	34476410	34476370.0	34476470.0	Organ devel. / renal	34476410
chr14	92914197	92914340	14.88099	0.815941338414634	328	92914250	92914250.0	92914270.0	Organ devel. / renal	92914250
chr3	23710640	23710860	3.207668	2.78395743597561	328	23710750	23710710.0	23710790.0	Organ devel. / renal	23710750
chr13	21124939	21125100	13.266305	1.82052182568807	327	21125010	21124990.0	21125050.0	Organ devel. / renal	21125010
chr19	53903196	53903360	19.92717	1.56841308256881	327	53903270	53903250.0	53903310.0	Organ devel. / renal	53903270
chr1	172497300	172497564	1.7234696	1.4648039204893	327	172497430	172497330.0	172497510.0	Organ devel. / renal	172497430
chr3	53346594	53346820	3.3422	0.698243981651376	327	53346710	53346614.0	53346770.0	Organ devel. / renal	53346710
chr18	23259780	23260100	18.360551	1.8727061529052	327	23259950	23259810.0	23260090.0	Organ devel. / renal	23259950
chr12	105562216	105562438	12.812805	1.5837009266055	327	105562310	105562270.0	105562390.0	Organ devel. / renal	105562310
chr1	15090500	15090682	1.154528	2.02861952599388	327	15090590	15090570.0	15090630.0	Organ devel. / renal	15090590
chr9	128245916	128246102	9.9338828	1.96250512576687	326	128246010	128245950.0	128246030.0	Organ devel. / renal	128246010
chr6	35497920	35498141	6.2870682	2.60096105828221	326	35498030	35497970.0	35498070.0	Organ devel. / renal	35498030
chr20	4375939	4376140	20.16113	1.61729939263804	326	4376030	4375990.0	4376110.0	Organ devel. / renal	4376030
chr5	107669600	107669942	5.633818	0.865710310122699	326	107669770	107669630.0	107669930.0	Organ devel. / renal	107669770
chr19	10759816	10760005	19.265049	4.69690843865031	326	10759910	10759830.0	10759930.0	Organ devel. / renal	10759910
chr16	2039599	2039800	16.120449	4.57244159815951	326	2039690	2039630.0	2039770.0	Organ devel. / renal	2039690
chr1	6358960	6359142	1.1229694	2.23222988343558	326	6359050	6359012.0	6359070.0	Organ devel. / renal	6359050
chr20	46231040	46231201	20.74537	1.04243736196319	326	46231130	46231090.0	46231150.0	Organ devel. / renal	46231130
chr2	135030980	135031142	2.601777	0.844956898461539	325	135031070	135031052.0	135031090.0	Organ devel. / renal	135031070
chr19	14363676	14363924	19.320286	2.11587831384615	325	14363790	14363730.0	14363910.0	Organ devel. / renal	14363790
chr13	42883877	42884076	13.437484	1.51262572923077	325	42883970	42883930.0	42884030.0	Organ devel. / renal	42883970
chr2	189178760	189178937	2.8029706	1.79837225538462	325	189178850	189178830.0	189178930.0	Organ devel. / renal	189178850
chr17	62627499	62627740	17.776929	1.9175814	325	62627610	62627570.0	62627690.0	Organ devel. / renal	62627610
chr21	26967017	26967280	21.619694	1.77969046450617	324	26967150	26967052.0	26967230.0	Organ devel. / renal	26967150
chr10	105952224	105952431	10.812495	1.0199720617284	324	105952330	105952270.0	105952388.0	Organ devel. / renal	105952330
chr1	164611860	164612060	1.695017	2.62130287654321	324	164611970	164611910.0	164612030.0	Organ devel. / renal	164611970
chr15	69973240	69973412	15.717377	1.0175057120743	323	69973330	69973310.0	69973350.0	Organ devel. / renal	69973330
chr19	53037820	53038003	19.914077	1.07130853250774	323	53037910	53037890.0	53037950.0	Organ devel. / renal	53037910
chr15	101320759	101320940	15.993953	1.98369129411765	323	101320850	101320810.0	101320910.0	Organ devel. / renal	101320850
chr6	150720899	150721120	6.894069	1.98884718266254	323	150721010	150720930.0	150721070.0	Organ devel. / renal	150721010
chr15	83653680	83653882	15.838071	1.14766687925697	323	83653790	83653750.0	83653850.0	Organ devel. / renal	83653790
chr16	70437160	70437396	16.801623	3.49768175541796	323	70437290	70437190.0	70437330.0	Organ devel. / renal	70437290
