seqnames	start	end	width	strand	Median
chr1	1	1000000	1000000	*	NA
chr1	1000001	2000000	1000000	*	NA
chr1	2000001	3000000	1000000	*	NA
chr1	3000001	4000000	1000000	*	0.30077780724917
chr1	4000001	5000000	1000000	*	0.247365950945631
chr1	5000001	6000000	1000000	*	0.18645812394569
chr1	6000001	7000000	1000000	*	0.0645556282925903
chr1	7000001	8000000	1000000	*	0.140810353233417
chr1	8000001	9000000	1000000	*	-0.0620828461335351
chr1	9000001	10000000	1000000	*	0.0270343970098185
chr1	10000001	11000000	1000000	*	0.00600197988808883
chr1	11000001	12000000	1000000	*	0.121670768710107
chr1	12000001	13000000	1000000	*	NA
chr1	13000001	14000000	1000000	*	NA
chr1	14000001	15000000	1000000	*	0.171939450233146
chr1	15000001	16000000	1000000	*	0.0616523845474944
chr1	16000001	17000000	1000000	*	NA
chr1	17000001	18000000	1000000	*	0.160602633973944
chr1	18000001	19000000	1000000	*	0.268175379369626
chr1	19000001	20000000	1000000	*	0.0435102731201064
chr1	20000001	21000000	1000000	*	0.059663608471729
chr1	21000001	22000000	1000000	*	0.0406009535188068
chr1	22000001	23000000	1000000	*	0.236635592842435
chr1	23000001	24000000	1000000	*	-0.0431072831875274
chr1	24000001	25000000	1000000	*	0.0165012880783537
chr1	25000001	26000000	1000000	*	0.0127799730357526
chr1	26000001	27000000	1000000	*	-0.014984056518771
chr1	27000001	28000000	1000000	*	-0.0517883826023144
chr1	28000001	29000000	1000000	*	-0.180486791948221
chr1	29000001	30000000	1000000	*	NA
chr1	30000001	31000000	1000000	*	0.100672689799303
chr1	31000001	32000000	1000000	*	0.021079387371602
chr1	32000001	33000000	1000000	*	-0.0469124758901025
chr1	33000001	34000000	1000000	*	0.142268485837348
chr1	34000001	35000000	1000000	*	0.170168564816783
chr1	35000001	36000000	1000000	*	-0.0895962328773872
chr1	36000001	37000000	1000000	*	0.109654454208659
chr1	37000001	38000000	1000000	*	0.122424956877205
chr1	38000001	39000000	1000000	*	0.131495109296055
chr1	39000001	40000000	1000000	*	-0.0334717724976502
chr1	40000001	41000000	1000000	*	-0.0688152382229349
chr1	41000001	42000000	1000000	*	0.141936892875832
chr1	42000001	43000000	1000000	*	0.017452499657626
chr1	43000001	44000000	1000000	*	0.0788307689485001
chr1	44000001	45000000	1000000	*	-0.0175368978608739
chr1	45000001	46000000	1000000	*	-0.0592816602177134
chr1	46000001	47000000	1000000	*	0.0904446961896478
chr1	47000001	48000000	1000000	*	0.142481820415936
chr1	48000001	49000000	1000000	*	0.153697250142205
chr1	49000001	50000000	1000000	*	0.0512039096963859
chr1	50000001	51000000	1000000	*	0.0255352820397546
chr1	51000001	52000000	1000000	*	-0.0560446576591608
chr1	52000001	53000000	1000000	*	-0.0675337971781739
chr1	53000001	54000000	1000000	*	0.101413559686393
chr1	54000001	55000000	1000000	*	0.18003780565893
chr1	55000001	56000000	1000000	*	0.0974778514103621
chr1	56000001	57000000	1000000	*	0.0853128305079305
chr1	57000001	58000000	1000000	*	0.102191858823902
chr1	58000001	59000000	1000000	*	0.101127423641868
chr1	59000001	60000000	1000000	*	0.100107612224865
chr1	60000001	61000000	1000000	*	0.0639412658278567
chr1	61000001	62000000	1000000	*	-0.0196566823912121
chr1	62000001	63000000	1000000	*	-0.0139424038665916
chr1	63000001	64000000	1000000	*	0.00770518072891495
chr1	64000001	65000000	1000000	*	0.0322365785119774
chr1	65000001	66000000	1000000	*	-0.0071524289980221
chr1	66000001	67000000	1000000	*	0.0138865768079945
