Chrom	Start	End	Peak_Name	baseMean	log2FoldChange	lfcSE	pvalue	padj	position	neg_log2_padj
chr1	119961695	119962196	BRCA_10001	67.8099928713489	-2.60449191497005	0.373141835889459	5.284411613593829e-13	9.27048777884155e-12	119961945	36.65049188851362
chr8	87973950	87974451	BRCA_100117	83.7854618381022	-3.30464450881283	0.391570466156728	5.88132713302077e-18	3.0202973344273197e-16	87974200	51.55615893494269
chr8	87999904	88000405	BRCA_100119	32.5085578813911	-2.34681890046232	0.407057554902113	1.38673026320734e-09	1.19959525928016e-08	88000154	26.31287703320218
chr8	88078934	88079435	BRCA_100126	84.6040144848863	-2.48459204373479	0.396063688012453	6.56857430441016e-11	7.46210602984606e-10	88079184	30.319698089168366
chr8	88243549	88244050	BRCA_100134	75.8279734273549	-2.46607611615677	0.332172924097939	2.32830834319873e-14	5.498128285691939e-13	88243799	40.72612466444905
chr8	89668612	89669113	BRCA_100173	44.0923351977334	-2.04661235431512	0.327697415671402	8.4134411165118e-11	9.36123416291095e-10	89668862	29.992582205033287
chr8	89726561	89727062	BRCA_100182	61.0058512425448	-1.75676869229556	0.240930852816995	7.42147030468894e-14	1.5621129937781e-12	89726811	39.21963832558626
chr8	89755033	89755534	BRCA_100185	37.5490934585062	-1.68164958318216	0.282299577391672	6.54798069659567e-10	6.047437392692571e-09	89755283	27.301028925493256
chr8	89816680	89817181	BRCA_100202	32.2932100507054	-1.87466576891337	0.332473917425358	3.5752924893172e-09	2.84341003265004e-08	89816930	25.06780260189967
chr8	89849196	89849697	BRCA_100209	200.782542845356	-2.31843173220395	0.255248882585258	2.22452933889739e-20	1.91457575846742e-18	89849446	58.8576809601883
chr8	89852180	89852681	BRCA_100210	47.3666187162197	-2.03091873321221	0.250489455614435	1.0250150516013001e-16	3.983125045953e-15	89852430	47.835020651028756
chr8	89856694	89857195	BRCA_100212	221.815640063512	-1.87358734697804	0.270399877323932	1.01789239777232e-12	1.6826306762270498e-11	89856944	35.79049049219499
chr8	89857273	89857774	BRCA_100213	64.3019081311903	-1.6774630452814	0.271818086762378	1.6494037199324101e-10	1.7265339338916101e-09	89857523	29.1094741642919
chr8	90363497	90363998	BRCA_100257	30.0579002094183	-1.71051487684767	0.366715618292797	7.20855060212e-07	3.58579964679179e-06	90363747	18.089273688104758
chr8	90660285	90660786	BRCA_100271	46.7399865405367	-2.59167610446248	0.305475283409908	3.7960552706058396e-18	2.02142804507955e-16	90660535	52.13547466796661
chr8	90670147	90670648	BRCA_100272	145.383610261931	-2.45670531166911	0.375177402213882	1.18461881001261e-11	1.56902194744919e-10	90670397	32.569415416035646
chr8	90670864	90671365	BRCA_100273	234.003213307165	-1.9387894745838	0.342040656194031	3.3012954470111e-09	2.64415537753161e-08	90671114	25.17261780320337
chr8	90859032	90859533	BRCA_100282	77.4212227666326	-1.99013145645015	0.337591054200527	8.60724168051435e-10	7.76090868872517e-09	90859282	26.941127273227547
chr8	90898941	90899442	BRCA_100286	63.791199797027	-2.08709174395027	0.328865995575308	4.5357669377463294e-11	5.33167705630661e-10	90899191	30.80469155092515
