Chrom	Start	End	Peak_Name	baseMean	log2FoldChange	lfcSE	pvalue	padj	position	neg_log2_padj
chr8	86416892	86417393	BRCA_100051	123.596887027473	1.6466928518764	0.280898174345822	5.92423900969623e-10	5.5194802498549304e-09	86417142	27.432820434131482
chr8	86469058	86469559	BRCA_100057	85.5481668353997	1.7056366083209	0.310579965622207	4.67691096197824e-09	3.6296281645602e-08	86469308	24.71560299947898
chr8	92812228	92812729	BRCA_100368	139.589281223382	2.28992527455481	0.383026904465153	1.34169324605387e-10	1.4308649080771102e-09	92812478	29.380465384330684
chr8	94991123	94991624	BRCA_100667	145.662305628992	2.92618978753375	0.462741191527334	9.02971802830383e-12	1.22644218116038e-10	94991373	32.92480172714232
chr8	95074872	95075373	BRCA_100704	258.194646598975	2.47769845888159	0.405205979594588	4.8177242621686595e-11	5.6281492926662e-10	95075122	30.72662035076604
chr8	95095513	95096014	BRCA_100722	65.8993330563248	1.82271284007808	0.318123984693821	1.06569866891791e-09	9.424662820493421e-09	95095763	26.660911848963426
chr8	95100579	95101080	BRCA_100729	753.61527010375	2.02201537076606	0.357173716163767	1.38129310208648e-09	1.19553502823936e-08	95100829	26.317768358596084
chr8	95150644	95151145	BRCA_100771	109.379181926732	2.04461068842363	0.36468366037398	1.6113250637980901e-09	1.37535546825818e-08	95150894	26.11562021972314
chr8	95153099	95153600	BRCA_100774	76.8743529504933	1.95400426098844	0.32488187231129	1.62696900329069e-10	1.70557726972064e-09	95153349	29.12709273748844
chr8	95154439	95154940	BRCA_100776	89.8312199524291	1.73238936943084	0.314670506861783	4.17451492081659e-09	3.27414086036573e-08	95154689	24.864308368203268
chr8	95210033	95210534	BRCA_100812	147.882423990242	2.60906883332102	0.400969203536801	3.3596650744612897e-12	4.9866285912961497e-11	95210283	34.223144290015874
chr8	95211024	95211525	BRCA_100813	123.306735961855	2.16860335729273	0.364309899034851	1.82523308458552e-10	1.89263784667002e-09	95211274	28.976954474005172
chr8	95211543	95212044	BRCA_100814	131.957066648006	2.15378905225975	0.35491567586652	9.2427760467042e-11	1.01983312671095e-09	95211793	29.869019747830663
chr8	95729771	95730272	BRCA_100855	237.006988726181	2.97411956627926	0.447781298825887	1.05034026123526e-12	1.73086862830013e-11	95730021	35.74971281443038
chr8	95730377	95730878	BRCA_100856	72.0209001240916	1.91000111365537	0.325811695462017	4.40211319836502e-10	4.2037265343565104e-09	95730627	27.825684033487327
chr8	99705710	99706211	BRCA_101273	117.063859747368	2.53346234164735	0.29939928926292	1.6579051073730299e-18	9.51972616218982e-17	99705960	53.221857538515465
chr8	99706245	99706746	BRCA_101274	131.124142580321	3.05406394149951	0.359546316476703	7.91728437644734e-19	4.8863524058692403e-17	99706495	54.18401969793149
chr8	99872733	99873234	BRCA_101304	138.490339363698	2.14222587668657	0.389220403151024	2.5261537906439503e-09	2.07410212715104e-08	99872983	25.522937826034127
chr8	99901141	99901642	BRCA_101331	109.664442168082	2.91296382010403	0.429259507253278	4.34914632826417e-13	7.76602388170572e-12	99901391	36.905960994888254
