Chrom	Start	End	hg19_Chromosome	hg19_Start	hg19_End	Peak_Name	Normalized Peak Score	GC Content	Annotation	Distance To Nearest TSS	Gene Symbol	position	mean_mapability	mannwhitneyu_p	ER_pos_median	ER_neg_median	mw_FDR	neg_log2_mw_FDR	log2_FC
chr1	8875186	8875687	chr1	8935245.0	8935746.0	BRCA_1000	2.636577329	0.411177645	Intron	2830	ENO1	8875436	0.9613000000998376	4.8879944321474224e-06	0.9186593135365411	2.000208329783795	8.411718920732926e-05	13.537239831504513	-1.081549016247254
chr1	8876442	8876943	chr1	8936501.0	8937002.0	BRCA_1001	1.34968476	0.48502994	Intron	1574	ENO1	8876692	0.9542999999895692	5.580112391984421e-05	1.495714237760895	2.35029831980906	0.0004556244425728383	11.099867235153264	-0.8545840820481652
chr8	88000848	88001349	chr8	89013076.0	89013577.0	BRCA_100120	16.27071552	0.3832335329999999	Intron	-127031	DCAF4L2	88001098	0.9900999999895692	0.0006247720063538043	0.19193488690464405	2.480710189937385	0.0028792575175572814	8.440087456966644	-2.288775303032741
chr8	88001541	88002042	chr8	89013769.0	89014270.0	BRCA_100121	1.742699892	0.339321357	Intron	-127724	DCAF4L2	88001791	0.9900999999895692	0.0016773976711029158	-0.2630337198350061	0.7032779100097915	0.006306229232881836	7.309006671391392	-0.9663116298447976
chr8	88072810	88073311	chr8	89085038.0	89085539.0	BRCA_100123	2.23540823	0.483033932	Intron	-198993	DCAF4L2	88073060	0.9982000001370906	0.01516630511618832	0.334780235485117	0.9496338860255136	0.03716139865536901	4.750051387860633	-0.6148536505403965
chr8	89474180	89474681	chr8	90486409.0	90486910.0	BRCA_100170	1.4117544640000002	0.425149701	Distal	247919	LOC101929709	89474430	0.9990999999642372	0.014453473146387577	0.14103424872878573	0.7095797898407159	0.03575788503565875	4.805594781519735	-0.5685455411119302
chr8	89724460	89724961	chr8	90736688.0	90737189.0	BRCA_100180	1.821192168	0.4331337329999999	Exon	219	LOC101929709	89724710	0.9736380000546576	0.0005149645426597872	0.0852405671663802	0.7871797971510245	0.0024746154621473455	8.658579926724212	-0.7019392299846443
chr8	89725693	89726194	chr8	90737921.0	90738422.0	BRCA_100181	6.895597109	0.427145709	Intron	-1014	LOC101929709	89725943	0.9671999999523164	2.6226746432714672e-05	1.80417377874543	3.07599033210414	0.0002651329619863436	11.880996338774334	-1.2718165533587102
chr8	89729813	89730314	chr8	90742041.0	90742542.0	BRCA_100184	3.21591207	0.3293413169999999	Intron	-5134	LOC101929709	89730063	0.974099999976158	0.0001238324203504455	0.8785730417175532	2.00097804244736	0.0008266517486875136	10.240432699797793	-1.122405000729807
chr8	89755642	89756143	chr8	90767870.0	90768371.0	BRCA_100186	5.5156889510000005	0.423153693	Intron	1301	LOC101929709	89755892	0.987300000104308	0.003964342474849511	1.1103512499249724	1.959788108094025	0.012579426772994251	6.312790007668862	-0.8494368581690526
chr8	89756303	89756804	chr8	90768531.0	90769032.0	BRCA_100187	1.558781728	0.449101796	Exon	640	LOC101929709	89756553	0.987300000104308	0.009255735348120825	1.32844144065677	1.919826356931725	0.02493429621601604	5.325724707044115	-0.5913849162749552
chr8	89759897	89760398	chr8	90772125.0	90772626.0	BRCA_100191	3.163743278	0.373253493	Intron	2331	RIPK2	89760147	0.987300000104308	0.001888135321275798	1.874129897323355	2.764859859155205	0.006933137531982695	7.172275905248701	-0.89072996183185
chr8	89761026	89761527	chr8	90773254.0	90773755.0	BRCA_100192	1.476130346	0.343313373	Intron	3460	RIPK2	89761276	0.9916999999850988	0.0020023846173009186	0.3685079933230202	1.249798148097235	0.007269849520197922	7.103858782788339	-0.8812901547742149
chr8	89773153	89773654	chr8	90785381.0	90785882.0	BRCA_100193	5.421829397000001	0.371257485	Intron	-6684	RIPK2	89773403	0.9985999998569488	0.00013290920075298838	-0.3693919283820975	1.34383088953807	0.000873051448243284	10.161645706292191	-1.7132228179201674
chr8	89797388	89797889	chr8	90809616.0	90810117.0	BRCA_100196	2.860075274	0.423153693	Distal	17551	RIPK2	89797638	0.95909999990575	0.0003037140799005463	0.19726172240755901	1.048055038078346	0.0016403691624982506	9.251763757031005	-0.850793315670787
chr8	89801689	89802190	chr8	90813917.0	90814418.0	BRCA_100198	10.13488509	0.4610778439999999	Distal	21852	RIPK2	89801939	0.9750999999523164	0.007938267359358753	1.6199644981037076	3.0706455511732003	0.022028583704039668	5.504479447747366	-1.4506810530694927
chr8	89834463	89834964	chr8	90846691.0	90847192.0	BRCA_100205	3.82591938	0.333333333	Distal	54626	RIPK2	89834713	0.9643299998104572	0.0008052179197620443	-0.13388285669944527	0.440321898497485	0.0035219787391992416	8.149398084449354	-0.5742047551969303
chr8	89837021	89837522	chr8	90849249.0	90849750.0	BRCA_100207	2.268007794	0.381237525	Distal	57184	RIPK2	89837271	0.97079999987334	0.014453473146387577	0.6134816305966793	1.44071978836849	0.03575788503565875	4.805594781519735	-0.8272381577718106
chr8	89855903	89856404	chr8	90868131.0	90868632.0	BRCA_100211	3.195613566	0.419161677	Distal	-45705	OSGIN2	89856153	0.9874999999508262	0.013770352802034293	1.4243357029565074	1.9682424169037096	0.03437823163840326	4.862360852990164	-0.5439067139472022
chr8	89861629	89862130	chr8	90873857.0	90874358.0	BRCA_100216	4.740705881	0.411177645	Distal	-39979	OSGIN2	89861879	0.9894000000052154	3.559694402413968e-05	-0.10249364579019825	1.5614546319621	0.0003296424614284567	11.566810290709451	-1.6639482777522983
chr8	89870703	89871204	chr8	90882931.0	90883432.0	BRCA_100217	3.579022172	0.4171656689999999	Distal	-30905	OSGIN2	89870953	0.9596999995425344	0.007938267359358753	0.05932559091233925	1.014604502726711	0.022028583704039668	5.504479447747366	-0.9552789118143717
chr8	89887967	89888468	chr8	90900195.0	90900696.0	BRCA_100223	4.536532594	0.355289421	Distal	-13641	OSGIN2	89888217	0.9611999998968096	0.0015803497226443807	1.6996757350047174	2.6620869347417	0.0060130853154850014	7.377678856586456	-0.9624111997369826
chr8	89889348	89889849	chr8	90901576.0	90902077.0	BRCA_100224	3.4257615360000004	0.3532934129999999	Distal	-12260	OSGIN2	89889598	0.972387999965623	0.0014015823872763377	1.4640095696785225	2.185069801844015	0.005461671343953547	7.516441782114012	-0.7210602321654926
chr8	89892607	89893108	chr8	90904835.0	90905336.0	BRCA_100225	5.107237113	0.526946108	Distal	-9001	OSGIN2	89892857	0.96829999984093	0.0008573382037704785	0.46593828860238595	1.360847263483115	0.0036991921225549744	8.078574053932682	-0.8949089748807291
chr8	89893607	89894108	chr8	90905835.0	90906336.0	BRCA_100226	4.378343311	0.53493014	Distal	-8001	OSGIN2	89893857	0.9769699998233468	0.004188864064179207	0.456502346196735	1.071760661656977	0.013150709245045833	6.248715580620828	-0.615258315460242
chr8	89900935	89901436	chr8	90913163.0	90913664.0	BRCA_100227	4.49591024	0.4970059879999999	Promoter	-673	OSGIN2	89901185	0.9776999998018144	6.006670759959037e-05	1.1847457874514475	2.722312029915005	0.0004809568446312153	11.0218049301065	-1.5375662424635577
chr8	89981481	89981982	chr8	90993709.0	90994210.0	BRCA_100235	3.77626257	0.355289421	Promoter	-77	NBN	89981731	0.9761000003889204	0.0033547851347197066	1.3437841995922026	2.19646963384137	0.010999662521197731	6.506396928430544	-0.8526854342491674
chr8	89982079	89982580	chr8	90994307.0	90994808.0	BRCA_100236	3.803030124	0.339321357	Promoter	-675	NBN	89982329	0.9803400003418328	0.014453473146387577	1.533428599335025	2.148747824026535	0.03575788503565875	4.805594781519735	-0.6153192246915102
chr8	89993291	89993792	chr8	91005519.0	91006020.0	BRCA_100240	1.843506487	0.379241517	Intron	-7863	DECR1	89993541	0.9936999995172024	0.000709683960877945	-0.07089275376492504	0.9623935790560432	0.003184169896892071	8.29486696923768	-1.0332863328209683
